"evidenceId","section","claim","authorActionAndEthicalJudgments","evidenceNature","boundary","ordinal","id","date","title","url","quote","quoteExact","sourceLayer"
"PS26","创伤、羞耻、愤怒与修复","作者认为，若一个人只是被别人得罪或觉得自己有恩，释怀可能意味着放下；但若是自己做了错事、伤害了别人，追求释怀可能变成逃避责任。真正能降低自我折磨的不是让痛感突然归零，而是形成“我现在和以前不同了”和“我正在补偿”的可观察趋势：今天痛苦100，因避免重蹈覆辙或坚持补偿而降到99，持续下降本身就是安慰。若只靠麻醉、淡忘或自我放倒来实现零痛感，就会失去成长机会，并可能令曾受伤的人再次失望。文章最后以“有错改错、有过补过、有罪赎罪”概括其道德路径。","文本提醒人不要把自我宽恕和遗忘混同，也要求对造成的伤害承担改正、道歉和补偿责任；这对反思和修复关系有现实价值。但持续内疚不是责任的唯一证明，过度自责、自我惩罚和无法摆脱的羞耻可能损害心理健康；是否真的伤害了谁、补偿方式是否被对方接受、何时应停止追讨自己，需要具体判断。自我厌恶不应被鼓励成道德成就，必要时应寻求心理支持。","作者对受伤经验、自我判决和关系修复的论述","文章对受伤、责任和修复的归因仅作为作者主张，不由研究者补充价值裁决。","1932","5cd59b91-9cb1-5d04-9164-d493cef7c0ac","2023-11-13","耿耿","https://www.zhihu.com/question/624696710/answer/3287126997","你自己干了蠢事、错事，你追求释怀就是不对的。","True","screened"
"PS27","创伤、羞耻、愤怒与修复","本文把有效批评定义为一种基于授权、对方立场、对方承认的事实和逻辑，替对方完成逻辑运算的尊重性实践。批评不是发泄情绪、降低他人自信、争夺组织地位或替自己省成本的工具；滥用这些目的会磨损批评权，直到真正危险的事情发生时无人再听。正确批评要以对方自己的目标为出发点，揭示其内部不连贯并给出最有利方案，同时控制褒贬、人身伤害和利益冲突。文章把这种规则视为一种“自然法”，但也承认伦理上合格不等于技术上优秀。若对方未改正，批评者应接受现实、改用补偿、诉讼、改计划或承受损失，而不能用攻击、胁迫和暴力强行追求“有用”。","作者要求批评者先审查动机，再确认授权能力，随后严格使用对方的目的、事实和逻辑；不能用批评发泄受伤、推卸管理成本、制造崇拜、打击同僚或争夺位置。组织领导者必须维护“就事论事”的红线，对人身品评和侮辱建立可感知的惩罚；员工和旁观者则以老板是否主动维护该红线来判断是否撤退。对被批评者而言，合理批评未奏效不构成攻击和强制的许可证，仍应改用交易、制度、诉讼、改计划或承受损失。作者同时承认批评者会因尊重原则而承担不公平成本，但把这种承担视为获得真实权柄的条件。","作者对受伤经验、自我判决和关系修复的论述","文章对受伤、责任和修复的归因仅作为作者主张，不由研究者补充价值裁决。","3680","11ad7ad3-87eb-5681-93e2-de3e21cbd8a2","2020-08-26","批评","https://www.zhihu.com/question/22987136/answer/1434894604","批评有一条细细的、意识几乎难以觉察、人常常不愿接受的红线——批评只能给逻辑、给疑问、给论证，不可以讽刺，不可以定罪，更不可以用作构陷的工具。","True","screened"
"PS28","创伤、羞耻、愤怒与修复","本文认为，悲剧使所有相关者都付出代价，因此教师必须干预并留下记录，家长必须约束霸凌行为，学生应把无罪的生理差异视为练习关爱和承受意外的机会；有生理缺陷的当事人则应持续探索减少对他人影响的方法，用可见的自救努力换取群体宽容并积累可迁移的经验。作者把“不公平的意外”重新解释为锻造人格和未来竞争力的机会。","本文要求教师干预、记录和惩罚霸凌，家长约束孩子并面对其行为后果，普通学生尊重无过错的生理差异并主动关爱；同时要求受影响的当事人持续寻找减少他人不便的办法，以可见行动争取群体宽容。作者把社会扶助视为义务，也把当事人自救视为义务。","作者对受伤经验、自我判决和关系修复的论述","文章对受伤、责任和修复的归因仅作为作者主张，不由研究者补充价值裁决。","739","3f6a6867-71a7-57fa-9071-39d374b1621b","2025-06-11","人所不能者","https://afdian.com/p/504cb1ae40bc11f0979552540025c377","你即使不能绝对阻止一切的霸凌，但你也绝不能作为“袖手旁观者”“推波助澜者”这种角色出现在这种悲剧中。","True","screened"
"PS29","创伤、羞耻、愤怒与修复","本文把爱定义为对自身愚蠢可能把爱变成他人苦难的永恒忐忑，而不是自认为理论完美后获得的心安理得。父母训诫子女并非天然正当，只有在竭尽反思、承认可能错误、持续根据子女痛苦更新自己的条件下，训诫才可能是一个人所能给出的最小痛苦和最好可能。子女未必主要需要柔软话语，而是需要看见父母没有为了自洽而变得刚硬；文本最后把孩子的“最后一次原谅”写成对父母傲慢的控诉和要求原谅她。","父母只有在承认可能错、竭尽反思并持续更新的前提下，才有资格训诫；训诫时不能把子女的痛苦解释为活该，也不能把自己的理论正确当作拒绝同情的理由。父母应让子女看见自己为减少其痛苦付出的思考和歉意，承担“明知不能保证正确仍不得不选择”的责任。文章没有给子女提出离开危险环境、寻求专业帮助或处理危机的具体方案，也没有把不同程度的训诫、控制和伤害区分开。","作者对受伤经验、自我判决和关系修复的论述","文章对受伤、责任和修复的归因仅作为作者主张，不由研究者补充价值裁决。","3444","23d38351-f5ed-57a8-9bf4-767f414b2668","2021-03-13","永远忐忑","https://www.zhihu.com/question/448002553/answer/1777236786","这个永恒的担忧，本身就是爱，是爱最核心的机制。","True","screened"
"PS30","创伤、羞耻、愤怒与修复","父母应杜绝“做不到就人生完了”“某孩子这样这辈子完蛋”等末日谈话，建立“人生完不了”的观念；即使处在失败、贫困、逆境和尊严受损中，也仍可以屈伸、转换路径、等待风向或选择有利于未来的事业。父母应通过历史人物逆境翻身、低成本家庭活动和把苦吃出乐来，为孩子注入活下去的力。成人对绝望的沉浸会像二手烟一样传给孩子，把“一次英语作业做不出来”解释成足以去死的末日；因此即使自己悲观，也不应在孩子面前传播这种绝望。","作者要求父母停止在家中传播“做不到就完了”“失败就一辈子完蛋”的末日语言，通过历史人物在逆境中转机、低成本家庭活动和把困苦过出乐趣的实践，让孩子形成“人生完不了”的经验。即使成人自己悲观，也不应把看不到希望等同于世界没有希望，更不应把这种绝望像二手烟一样传给孩子。","作者对受伤经验、自我判决和关系修复的论述","文章对受伤、责任和修复的归因仅作为作者主张，不由研究者补充价值裁决。","369","31f23cbb-8816-54dd-986d-9c92bf960612","2026-01-13","二手毒","https://www.zhihu.com/question/1994030534972629927/answer/1994463647133611536","父母对子女一定要杜绝“如果你做不到xxx，人生就完了”以及“张三这孩子xxx，这辈子算是完蛋了”这类有意无意的“末日谈话”。","True","screened"
"PS31","依赖、控制、自由与关系","文章主张，在亲密关系中，对对方分享的内容不感兴趣时，不必勉强点赞、假装热情或时时处处照顾对方的情绪；通常只要打开看过，就已经回应了最低限度的分享诉求。它进一步把问题扩大到关系维持方式：真正能够长久的关系，依赖双方对彼此不完美反应的宽容，而不是一方长期透支自己去满足另一方全部的情绪需求。文章尤其警惕“为了避免失去朋友而过度照顾”这一做法，因为无法长期坚持的周全，可能最终转化为疲惫、愧怒和关系破裂。","文章建议先点开看看，不必为了礼貌勉强点赞或假装感兴趣；在现实交往中，可以按自己的舒适方式生活，但不能以故意伤害或故意冷漠为借口。它鼓励人承认自己的能力边界，适时道歉，并把主动付出放到自己更擅长、更有富余资源的领域。其伦理判断是，关系中的宽容、信任和可持续性，比表面上无可挑剔的照顾更重要；把朋友当作必须被时时安抚的人，也可能是一种不尊重。这里的建议针对正文所描述的关系压力，不能直接当成所有朋友、情侣或同事关系的统一规则。","作者对依赖、陪伴、控制、自由和关系承载力的判断","关系责任、依赖和控制边界按作者文本重建，不另加模型侧规范。","7","ed1a358b-b31d-5945-b776-b8573ecaa0c4","2026-07-14","松则久","https://www.zhihu.com/question/308348833/answer/2042325192739927037","简单来说，你反而会因为“试图时时处处照顾朋友的情绪”而失去朋友。","True","screened"
"PS32","依赖、控制、自由与关系","作者认为，亲密关系中的情绪价值来自一种生存性的安全确认：人在脆弱、等待和无法独自承担风险时，知道有人爱自己、愿意接住自己。它不仅适用于伴侣，也适用于客户、同事、上司等一切存在利害托付的合作关系；因此，交付最终结果之外，过程中持续表达可靠、在意和积极合作同样是责任的一部分。","接受伴侣或合作方的托付后，应在等待和执行过程中主动回应其焦虑，表达自己没有不上心，并在对方抱怨时先理解其担心，而不是用“结果没变、你矫情什么”将其驳回。作者把这种回应视为托付关系的责任，不是额外的营销技巧；反过来，托付者也应承认这是一种关系中的实际成本。文中并未要求为了安抚而承诺无法交付的结果。","作者对依赖、陪伴、控制、自由和关系承载力的判断","关系责任、依赖和控制边界按作者文本重建，不另加模型侧规范。","231","5e309b60-93d9-5661-bf0e-dc1ff03f3478","2026-03-31","论情绪价值","https://www.zhihu.com/question/1938916490674960180/answer/2016129066776948759","而夫妻之间，存的是生命啊。","True","screened"
"PS33","依赖、控制、自由与关系","作者认为，子女心理状态受到家庭环境长期塑形，家长不能期待外部“神仙”单独修好孩子；第一步应是家长读完一套材料并重塑自己的思考，随后独立记录亲子互动史、写自传，再与子女共同阅读、讨论，最后重新协商人生计划、行为准则、权利边界和回归社会的过渡安排。作者把完整记录视为理解隔阂和提高后续咨询效率的关键。","行动上，家长应先完成自我阅读和自省，独立形成两份编年材料，再在子女同意和可承受的前提下共同阅读讨论，建立会议记录、权利边界和分阶段回归计划；若需要专业帮助，应把材料作为咨询沟通基础。伦理上，作者要求家长放下全能权威姿态、承认自身历史和错误，以共同理解代替单方面判定","作者对依赖、陪伴、控制、自由和关系承载力的判断","关系责任、依赖和控制边界按作者文本重建，不另加模型侧规范。","1565","7c19a976-087f-5167-9d0e-23c1b80f67ad","2024-05-28","关于应对子女抑郁的一种系统方法","https://www.zhihu.com/question/650979214/answer/3512066754","这个问题的解决，绝不是“一个神仙从天而降，用强力符咒把孩子身上的邪毒拔除，然后你送几只烧鸡”这个模式，而是你自己作为子女社会环境的最大要素，必须有所改变。","True","screened"
"PS34","依赖、控制、自由与关系","文章认为，父母不能靠反复证明辛苦工作的合理性，来修复孩子因长期缺少陪伴而产生的痛苦。越是把“都是为了这个家”说得光荣、正确，孩子越可能感到现实没有改变，自己的痛苦也没有被允许质疑。文本因此主张重新寻找生活和工作的平衡，适当收缩野心、降低收入预期，以较低收入和节俭换取可持续性，同时增加情感陪伴，让孩子看到一种朴素但可以快乐的家庭生活。核心并非让孩子接受贫穷，而是让孩子重新对自己的未来家庭生活产生信心。","文本要求父母不要把牺牲包装成不可反驳的道德功劳，也不要只用解释和劝说处理孩子的感受。可采取的行动是回调工作和收入目标，增加陪伴，和孩子聊天并共同度过低消耗但有快乐的时光。伦理上，文章把孩子的情感安全和父母自身的真实状态置于“养家”口号之前，同时承认父母确有苦衷，并没有把辛劳简单判定为自私。","作者对依赖、陪伴、控制、自由和关系承载力的判断","关系责任、依赖和控制边界按作者文本重建，不另加模型侧规范。","42","118b1ce8-3d30-51f5-82eb-af8a008d0c04","2026-07-07","快乐的信心","https://www.ifdian.net/p/ba5af6c2732511f1b71f5254001e7c00","你必须快乐，ta不在乎你穷，但很在乎你快不快乐。","True","screened"
"PS35","依赖、控制、自由与关系","作者把高认知定义为判断拥有跨学科知识、历史经验、社会规则和不可战胜利益相关方利益的共同支撑，并能通过实践检验。达到这一状态的人可与历史上的智者在精神上相通，因此自我感受不孤独；但一旦其能力和影响力被他人识别，普通人容易把含糊话语当作投资或行动信号，迫使其谨言慎行、限制交往，形成“灵魂不孤独、社交上被隔离”的双重状态。","作者要求高影响力者谨言慎行，接受表达会被利用、误读的客观规律；可以匿名、借代理和选择性沟通来降低外溢风险。伦理上，作者提醒高认知不自动等于善良正义，若动机有问题，认知带来的影响力会放大祸患；任性顶着规律表达是个人自由，但必须承担精神和现实代价。","作者对依赖、陪伴、控制、自由和关系承载力的判断","关系责任、依赖和控制边界按作者文本重建，不另加模型侧规范。","1690","024e5ea2-11c0-5644-9017-35f7f9db6f5d","2024-03-18","孤独的孔明","https://www.zhihu.com/question/641588078/answer/2013524987974263397","简单来说，这条道路是有规矩的——越往前走灵魂的孤独会越少，但社交性的隔离会越多。","True","screened"
"PS36","依赖、控制、自由与关系","作者认为，题述体验把爱、认可和崇拜混为一谈。爱并不必然等于认可，父母可以爱孩子而不认可孩子，救治他人的人也不必认可每一个被救治者；题述的强烈需求更像是在寻找自己崇拜的人对自己的崇拜，以证明自我认可不是错觉。相互崇拜能够带来很强的安全感，但作者明确说它不等于真正的安全。","文章要求把“被爱”“被认可”和“被崇拜”分开辨认，不因别人爱自己就要求对方承担确认自我价值的责任，也不把相互崇拜造成的强烈感觉误认为真正安全。","作者对依赖、陪伴、控制、自由和关系承载力的判断","关系责任、依赖和控制边界按作者文本重建，不另加模型侧规范。","2761","b8e6a43a-e1cb-5687-9e0a-4b42d6883171","2022-06-06","安全感互助","https://www.zhihu.com/question/536178623/answer/2516206371","这整个描述都和爱没什么关系，只是在乱用词汇而已。","True","screened"
"PS37","咨询、诊断与自我理解","作者认为，未经专业资质、明确授权和责任准备，教师不应被动承担类似父母、医疗人员或危机照护者的职责；学生也不应把没有医疗资质的教师当作治疗或危机处置的替代者。教师将严重情况报告给学校管理者，在作者看来方向上可以正确，但应在倾诉前声明保密边界。文章同时批评双方：学生以不分时间地点的电话轰炸、绕过拉黑、反复道歉和“你怎样对我我就怎样对你”的对等观念侵犯教师的拒绝权；教师则通过“像爸爸一样”“不喜欢你怎么会为你做这么多事”“发脾气是亲厚关系才有的事”等表达，向学生明示私人偏爱，制造了超出师生关系的伦理期待。作者最后把“真真切切的进步”解释为停止主动联系：不再打电话、发消息、请人递话或在对方无法回避的地方传达修复要求，任何一次主动打扰都要重新计算。","文本要求当事人出现抑郁或自伤危机时寻求合适的医疗、心理和危机支持，不把教师、朋友或普通照护者当作未经授权的替代专业人员；要求求助者在对方拒绝后停止绕行联系，不以道歉、病情或“忍不住”为侵犯边界的免责券；也要求教师在帮助学生前说明保密例外、不要用父爱和特殊偏爱包装职责，并及早设定可执行的拒绝边界。作者的伦理核心是责任必须与权力、授权、身份和后果相称，善意不能自动消除越界风险。","作者对咨询、诊断、专业关系和自我认识的文本内主张","咨询和诊断相关表述保留作者自己的职业伦理判断，不替作者作医学或心理学裁判。","1885","f651d0b4-e3a5-5b4f-8e86-1bc9b5e98a82","2023-12-15","师生一场","https://www.zhihu.com/question/634135058/answer/3326101761","谁要请你“对下面的话保密”，你99.99%都应该回应——“不，我不能保证。”","True","screened"
"PS38","咨询、诊断与自我理解","本文认为，发泄情绪并不等于疗愈，甚至可能把情绪爆发变成获得关注、让步和免责的权力机制，造成患者、治疗师与亲属共同维持的升级循环。艺术真正的疗愈功能，是在一个安全的小范围内让人犯错、检查错误、排除错误执念并寻找可靠方法；画直线正是这种实践的模型。疗愈最终不以偶尔画出好线为标准，而以能否在压力、杂念和状态不佳时稳定复用方法、记录进展、接受不完美并继续行动为标准。","作者要求停止把情绪发泄当成免责、获权和治疗的通行证，治疗者和亲属也不应以一次暂时平静为依据共同奖励升级循环。对练习者而言，行动顺序是先界定能力和原理，设定能解释的指标，设计可记录的小任务，测试方法是否可靠，再逐步增加训练量；应借助纸张、界面和姿势等工具，允许失败但必须检查失败，接受完美和不完美，并在坏情绪、压力或中断后重新实践。作者将这种对方法和自身状态负责的训练，视为通向自由和减轻抑郁风险的路径。","作者对咨询、诊断、专业关系和自我认识的文本内主张","咨询和诊断相关表述保留作者自己的职业伦理判断，不替作者作医学或心理学裁判。","3299","f62a367a-978f-5c01-8471-170daaa2eea8","2021-05-25","疗愈艺术","https://www.zhihu.com/question/458078011/answer/1904038706","艺术的疗愈方式并不是这样——或者说任何疗愈的方式其实都一样——就是借着某种实践，在方寸之间提供一个安全的犯错、检查错误、排除错误执念、寻求正确可行的方式的过程。","True","screened"
"PS39","咨询、诊断与自我理解","当专业诊断偏离自诊时，来访者还可能用新证据反驳并把治疗师判为“不靠谱”。作者认为治疗师的任务不是替来访者盖章，而是持续追问自我诊断的漏洞，帮助其深入思考、提升逻辑自洽性，最终让来访者自己形成新的诊断。文章由此把“给出一个听起来专业的症状标签”视为可能违反职业伦理的吸粉行为，并要求明确声明一般性讨论不是诊断。","作者要求读者不要相信仅凭简短自述给出的任何确切诊断，也不要只求专业人士为既有自我诊断背书。作者认为有经验、守伦理的治疗师应反复追问和审核来访者的叙述，拷问其自我诊断的漏洞，引导其深入思考并提高逻辑自洽能力，最终形成新的自我诊断；网络回答者若只谈一般性治疗，必须明确声明那不是对个人的诊断，不能用确定标签吸粉。","作者对咨询、诊断、专业关系和自我认识的文本内主张","咨询和诊断相关表述保留作者自己的职业伦理判断，不替作者作医学或心理学裁判。","3903","fe50ef29-904d-5e9a-a1d7-7ac57ac7584f","2019-08-07","不是肝炎","https://www.zhihu.com/question/23900793/answer/778043770","不要相信这给出的任何确切诊断！","True","screened"
"PS40","咨询、诊断与自我理解","文章主旨是：护理首先要达到照顾者能够长期维持、被照顾者生理和心理状态稳定的水平，不能以照顾者透支自己来追求“完美照顾”。照顾者应维持必要的社会义务，充当患者与一般社会之间的缓冲，并在保底稳定后，尝试引导患者的创造力、记录其创作、寻找诊疗价值以及建立不以“惨”和“可怜”为核心的积极生活叙事。","行动上，作者要求加入病友群、先保稳定、量力照顾、保留夫妻亲戚和工作关系，并给患者留下可联系照顾者的明显信息；在稳定基础上记录创作、将其作为诊疗资料，并鼓励照顾者维持积极生活。伦理上，文章反对以自我毁灭换取表面完美，把可持续性、责任分担和患者安全置于短期无微不至之上；它也反对把社会援助理解为对照顾者免除一切义务的无限承诺。","作者对咨询、诊断、专业关系和自我认识的文本内主张","咨询和诊断相关表述保留作者自己的职业伦理判断，不替作者作医学或心理学裁判。","1258","26b86354-bfb5-5a38-8cc8-a93411421dd1","2024-09-28","病患护理","https://www.zhihu.com/question/434987991/answer/3719372980","必须要量力而行，按照自己可以尽可能长期承受的前提去提供高于维生底线的恰当照顾，而不是透支自身的完美照顾。","True","screened"
"PS41","咨询、诊断与自我理解","本文认为，严格维持每周一次、按时、不超时、不临时增加频率的咨询周期，本身是较安全的迹象；心理咨询也不只是病理治疗，可以成为类似定期告解、家庭医生或体检的生活安排。真正危险的不是伴侣拥有一个长期咨询关系，而是另一方要求对其一切思想知情、审查、批准，把没有隐私当作安全和爱的条件。健康的亲密关系应保留竞争力和财务安全，并且只承担即使没有回报也愿意承担的牺牲，不把自己的幸福责任强加给伴侣。","作者建议提问者先尊重伴侣的长期咨询和隐私边界，不因咨询师占据特殊位置就要求一切知情；咨询师一侧则必须严格守住时间与频率红线，守不住就转介。伴侣双方都应为自己的幸福和风险负责，不把依赖、监控和牺牲回报强加给另一方。文本把“爱一个人”设成有前提的伦理资格：必须允许对方拥有独立思想和不受审查的生活，否则所谓保护其实是捕获和役使。","作者对咨询、诊断、专业关系和自我认识的文本内主张","咨询和诊断相关表述保留作者自己的职业伦理判断，不替作者作医学或心理学裁判。","3231","1183c0b8-f614-5f91-8a0c-9e4eb6688208","2021-07-01","咨询师","https://www.zhihu.com/question/466758235/answer/1971690509","时间纪律是高度敏感的安全红线，如果守不住，就表示你没能力做好这个服务，务必转介，绝对不能勉强。","True","screened"
"PS42","咨询、诊断与自我理解","文章把“不信任别人”解释为对自身能力和处境的不信任，认为当事人并不是绝对相信自己，而是缺乏判断他人、承受判断失误后果的底气。文章给出的实际方向是：不必先完全信任心理咨询师，咨询师应先通过解决问题来获得信任。","文章要求当事人停止用“只信自己”解释自身状态，并把评估咨询师的责任交还给咨询师，通过实际工作取得信任。其伦理判断偏向能力和结果负责：咨询师若必须依赖来访者完全坦白、充分信任才会工作，就被认为缺乏基本业务能力。","作者对咨询、诊断、专业关系和自我认识的文本内主张","咨询和诊断相关表述保留作者自己的职业伦理判断，不替作者作医学或心理学裁判。","122","5cee0244-616f-5e86-af29-a2dde5a6a224","2026-06-05","错信","https://www.zhihu.com/question/1890079166306707359/answer/2028078343656936589","你以为这展现的是独立，其实这展现的是孤立。","True","screened"
"PS43","训练、习惯、行动与长期成长","文章主张，恢复不能只依靠小技巧或继续停留在被照顾、免除责任和期待的状态中；需要重新承担可完成的任务，逐步成为他人的依靠，并用实际完成任务的证据确认自己的能力正在恢复。作者把“低压力生活”与能力下降绑定，也把“向前冲”视为打破这种绑定的根本手段。","文章建议先建立承担任务的决心，再从一件可做的事情开始，依据真实完成情况逐步增加责任；它赞成承担、支持他人和减少对“尚未恢复”的依赖。这里的伦理判断把责任、尊严和向前行动置于长期被照顾之上，同时也把持续拒绝责任解释为可能的自我保护。由于本文讨论的是抑郁及认知能力变化，它提供的是作者的行为解释和自助式主张。不能仅据此推定所有处于抑郁状态的人都应立即增加责任。","作者把主体改变落实为行动、记录、训练和长期积累的方案","行动效果和成长路径均为作者提出的实践方案，研究层只负责定位。","912","10e49e45-b4bd-59e6-919e-b523a8376c7b","2025-03-09","敢于恢复","https://www.zhihu.com/question/31752080/answer/120411022120","从敢恢复开始。","True","screened"
"PS44","训练、习惯、行动与长期成长","作者把“tough”定义为对困难习以为常、对失败有准备、遇到问题就解决，实在解决不了也能坦然死在解决路上，不把困难和关系挫折立刻转成“没希望”或自杀念头。文章进一步把“我承受不住、你再逼我就去死”的表达解释为一种具有强制效果的“受不了权”：它要求所有接触者避免触发当事人的负面情绪，先通过同情和妥协让对方停止要求，最终形成“缺少关爱—承受不了—别人回避—更加缺少关爱”的循环。作者因此反对把同情直接等同于无条件让步，要求停止用自杀威胁控制教育和关系，并把“不要自杀”作为最终方向。","文章要求个人选择能提供支撑的 tough 伙伴，持续面对困难、寻找道路，不把自怜和自杀作为逃避方案；也要求处在父母、同学和公众位置的人不要仅凭死亡结果就自动把所有责任归给被指为施压者的一方。对文本而言，边界和责任不能由“我受不了”一句话完全决定，教育者不能因威胁而永久放弃职责，关系中的帮助也不应被转化成无条件服从。","作者把主体改变落实为行动、记录、训练和长期积累的方案","行动效果和成长路径均为作者提出的实践方案，研究层只负责定位。","2911","4874b0ab-21f3-572d-9c98-b7ffbeb4305e","2022-01-10","TOUGHNESS","https://www.zhihu.com/question/397899495/answer/2304462039","“对痛苦脱敏、相信希望和坚持寻找道路”这一种可行的方向","True","screened"
"PS45","训练、习惯、行动与长期成长","父母应保护和培养的不是孩子持续处于快乐状态，而是即使经历悲伤、压力、失败和挑战，仍能保持可修复的乐观预期、平静、勇气和从容。不快乐本身不等于负数，真正危险的是抑郁、绝望和无法恢复乐观；孩子有了丰富的不快乐经验，就会知道情绪会随时间和剧情变化过去，不必把当前难受认定为父母失职或自己的无能。家长面对孩子不快乐时，应先检查其是否失去内心安宁，若仍能平静消化悲伤，就把它视为成长；若安宁崩溃，行动目标也应是恢复勇气、乐观和平静，而非强行让孩子重新兴奋快乐。","行动上，家长应区分快乐下降与抑郁绝望，陪孩子经历可承受的挑战，示范如何在第一名的嫉恨、最后一名的打击和压力中重建乐观；若孩子失去安宁和安全，应及时介入、评估和求助。伦理上，文章反对用即时快乐绑架教育，也反对把悲伤视为必须驱逐的坏客；但培养乐观不能否定孩子的痛苦、强迫其坚强或把真实抑郁当作成长机会。","作者把主体改变落实为行动、记录、训练和长期积累的方案","行动效果和成长路径均为作者提出的实践方案，研究层只负责定位。","381","849810ee-e603-5650-96ee-62f0f7bbe29e","2026-01-07","此间乐","https://afdian.com/p/01a77e0ce5c211f0bf8d52540025c377","永远不要追求快乐，而要追求乐观。","True","screened"
"PS46","训练、习惯、行动与长期成长","只追求世界一流、全国前几名，会把能坐的椅子、能服务亲友的成果和帮助一个具体人的行动都视为失败；只要目标从“惊天动地”降到“有价值”，行动就会变得可开始、可持续。作者把自己的大量文章解释为一次帮助一个提问者的真情实践，承认错别字、序号错乱和并非篇篇精彩，却认为长期、真诚、具体的服务更可能触动人心。人心、真情和坚持是 AI 炫技、流量和排名不能替代的产出。","行动上，把目标拆到一个具体对象、一次具体服务和一个可用成果，允许粗糙启动并通过长期持续提高质量；不要因不能成为顶尖就拒绝开始。伦理上，文章要求真诚服务而非借助“帮助一个人”包装低质量或逃避责任，质量、准确性和对受助者的实际利益仍应逐步改进。","作者把主体改变落实为行动、记录、训练和长期积累的方案","行动效果和成长路径均为作者提出的实践方案，研究层只负责定位。","354","71f84a57-bdc3-5c80-841b-5ebc50177701","2026-01-24","奥力给","https://afdian.com/p/a66f172cf30211f0afe652540025c377","其实我们陷入的不是对“没有产出”的焦虑，而是对“没有惊人的产出”的焦虑。","True","screened"
"PS47","训练、习惯、行动与长期成长","作者认为世界上没有真正的“想太多”，只有在同一组初始条件下重复同一结论、却没有引入新信息的“想得不够多”。要打破焦虑循环，不是放下大脑或强迫自己别想，而是向循环流程中掺入新的身体状态、环境、知识、语言和陪伴，破坏其稳定的初始条件。所谓吃饭、睡觉、散步和聊天之所以有用，正是因为它们引入了此前不存在的新过程。","行动上应有意改变身体和环境条件，尝试让新的活动、语言、知识和他人进入焦虑流程，而不是只命令自己停止思考。文章把主动扰动视为对自己负责的处理方式，并不要求先解释焦虑的成因。伦理判断集中在不以放弃思考换取短暂安静，而是用更多可变化的行动恢复自主性。","作者把主体改变落实为行动、记录、训练和长期积累的方案","行动效果和成长路径均为作者提出的实践方案，研究层只负责定位。","181","812346f1-6ee7-535e-b8ea-831be66cbd37","2026-04-23","十万八千想","https://www.zhihu.com/question/1928215184595452642/answer/2022085855980914278","世界上从来就没有“想太多”这回事，只有“想得不够多”这回事。","True","screened"
"PS48","训练、习惯、行动与长期成长","作者主张采用“自下而上”的教育：儿童天然拥有饥饿、疼痛、求安全和求财富等原始动机，而守时、守信、知耻、计划和责任等社会性能力需要后天建设，不能假定孩子天生已达到成人及格线。父母应将家庭综合收入的一定比例设计成长期奖励现金流，幼年把奖励分为即时满足和秘密储蓄，随着年龄增长逐步解冻和扩大消费范围，18岁后转为有抵押、有收益承诺的借贷，25岁完全解除限制。作者认为，这套制度会积累正面胜利记录、资产安全感和亲子信任，比“骂到25岁、最后一次性给首付”更划算；它还要求父母做宏观现金流规划、守信执行、不提前承诺理想满额，并用奖励建设社会性而非用惩罚假设孩子本来就会做到。","作者要求父母把作业纠正、作息和社会性习惯放到长期激励框架中，减少人格羞辱和无条件惩罚，用可记录、可预期、可积累的奖励帮助孩子建立自主性、财富感和亲子信任。伦理上，它强调教育者不应把儿童尚未具备的能力当作“本来就该有”，也主张规则公平、父母守信和不以体罚、侮辱替代建设。","作者把主体改变落实为行动、记录、训练和长期积累的方案","行动效果和成长路径均为作者提出的实践方案，研究层只负责定位。","1084","f487299b-2c7e-5999-bc7b-cff6dcb80074","2024-12-17","自下而上","https://afdian.com/p/6bcccf56bc4411efb99852540025c377","赢家是从丰富的胜利经验中诞生出来的，不是从失败中蹦出来的。","True","screened"
