"ordinal","id","title","date","concepts","paperRoutes"
"255","8a59e0ff-b610-5f32-967d-a163a4877c5a","不能不会","2026-03-18","能力与学习;选择与自由;成本与总账;爱与回应;照料与家庭;技术与工程;心理与主体","02;03;04;05;07;08;10;13;14;16;17;18;32;33"
"256","28dabaeb-9bff-5dc2-a4d1-148cd877fe79","奇货","2026-03-17","能力与学习;选择与自由;责任与后果;成本与总账;信用与信任;爱与回应;照料与家庭;财富与市场","02;03;04;05;06;07;08;10;12;13;14;16;18"
"257","40fd8752-832a-55ba-9331-537548da7a05","勿以善小","2026-03-17","能力与学习;选择与自由;爱与回应;照料与家庭;财富与市场","02;03;04;05;07;08;10;13;14;16;18"
"258","5128da84-34a8-5638-84c0-d7ff97a2ce15","噩梦","2026-03-17","能力与学习;选择与自由;成本与总账;边界与许可;劳动与组织;权力与异议;心理与主体","02;03;05;06;07;08;10;12;13;14;16;17;18"
"259","d64a3e66-b0c5-5d1a-8ef0-38a904f001b4","一个好人","2026-03-17","选择与自由;成本与总账;爱与回应;照料与家庭","02;03;04;05;07;10;14;16;18"
"260","f222e096-db6a-5da1-9b54-f1b88e85f7bd","悠游白书","2026-03-17","事实与证据;能力与学习;选择与自由;成本与总账;边界与许可;照料与家庭;劳动与组织;财富与市场;权力与异议;文明与历史","02;03;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18;31;32;33"
"261","663fe09b-a156-5113-858f-b078e165a583","不问马","2026-03-17","能力与学习;责任与后果;信用与信任;爱与回应;照料与家庭;心理与主体;性别与身体","02;03;04;05;06;08;10;12;13;14;16;17;18"
"262","4d19acd1-3299-5a59-9f1f-b15677a0d2d3","爱不受辱","2026-03-16","能力与学习;选择与自由;责任与后果;成本与总账;信用与信任;爱与回应;净输出与不掠夺;边界与许可;法律与秩序;权力与异议","02;03;04;05;06;07;08;10;12;13;14;16;18"
"263","42d508a4-ee97-5e97-8b57-86479652fb18","绝情谷主","2026-03-13","能力与学习;选择与自由;责任与后果;成本与总账;信用与信任;爱与回应;边界与许可;宗教与自然法","02;03;04;05;06;07;08;10;11;12;13;14;16;18"
"264","452d88fa-a89d-5cd7-9fdc-abf8b6ff8f26","无断点","2026-03-13","能力与学习;选择与自由;责任与后果;劳动与组织;文明与历史","02;03;06;07;08;10;11;12;13;15;16;18;31;32;33"
"265","58db9a45-6d0b-58bf-8432-5ff5376efb3b","家范","2026-03-13","事实与证据;选择与自由;劳动与组织;财富与市场","02;03;06;07;08;09;10;13;16;17;18"
"266","97498d05-49fb-55e0-afd7-7502d9ce8065","笨蛋","2026-03-13","定义与达意;能力与学习;文明与历史","08;09;11;13;15;17;18;31;32;33"
"267","b7095215-db9c-592e-98fc-1fbc0a72997c","熊猫之旅","2026-03-13","能力与学习;心理与主体;性别与身体","05;08;13;14;16;17;18"
"268","decc0de3-f97f-57d1-b689-c578bdea0636","敏感问题","2026-03-13","事实与证据;定义与达意;成本与总账;爱与回应;劳动与组织","03;04;05;06;08;09;10;13;14;16;17;18"
"269","040089b9-99b0-5bac-ba09-b50ad5c880d5","除胶计","2026-03-11","选择与自由;技术与工程","02;07;13;16;17;18;32;33"
"270","cb29a58d-31af-5d5d-a547-e2d4498c0f48","何谓之迟","2026-03-11","能力与学习;选择与自由;责任与后果;成本与总账;信用与信任;爱与回应;边界与许可;照料与家庭;财富与市场","02;03;04;05;06;07;08;10;12;13;14;16;18"
"271","6b748b1b-f55e-5bb6-81f4-2504efc8f73b","大祀","2026-03-10","事实与证据;能力与学习;选择与自由;责任与后果;成本与总账;信用与信任;劳动与组织;财富与市场;法律与秩序;权力与异议;心理与主体","02;03;06;07;08;09;10;12;13;14;16;17;18"
"272","75cb874d-7bb9-5b0a-8fdb-ffa17a8af214","恩科","2026-03-10","定义与达意;能力与学习;爱与回应;心理与主体","04;05;08;09;13;14;16;17;18"
"273","d5ec9604-a476-5187-8acf-cad78c382dc3","不招嫉","2026-03-10","选择与自由;责任与后果;成本与总账;边界与许可;法律与秩序;心理与主体;宗教与自然法","02;03;05;07;08;10;11;12;14;16;17;18"
"274","4b58b497-b166-5fc7-86b5-ad7b9ce9fea1","无受怨","2026-03-10","责任与后果;照料与家庭;劳动与组织;心理与主体","02;03;04;05;06;08;10;12;13;14;16;17;18"
"275","57ae1a1b-fc62-5461-ac1d-3eea2ba23ae8","心不动","2026-03-05","能力与学习;责任与后果;爱与回应;照料与家庭;技术与工程;文明与历史;心理与主体","02;03;04;05;08;10;11;12;13;14;15;16;17;18;31;32;33"
"276","c60500a8-98a8-54db-9156-9929d8af8ce3","刺青","2026-03-05","能力与学习;责任与后果;成本与总账;信用与信任;边界与许可;财富与市场;心理与主体;性别与身体","02;03;05;06;08;10;12;13;14;16;17;18"
"277","8e417e62-3de1-57ad-9850-70316591e800","叛军","2026-03-03","能力与学习;选择与自由;成本与总账;边界与许可;劳动与组织;法律与秩序;权力与异议;文明与历史","02;03;05;06;07;08;10;11;12;13;15;16;18;31;32;33"
"278","973d2ea1-a5b1-5dc8-8747-76cdbebfa32d","坚持的前提","2026-03-03","能力与学习;爱与回应;照料与家庭;财富与市场;法律与秩序;权力与异议;技术与工程;文明与历史;民族与身份","03;04;05;07;08;10;11;12;13;14;15;16;17;18;27;31;32;33"
"279","d26b09fb-ecb5-5fbc-bb1e-cee41fce33ee","死之花","2026-03-03","定义与达意;选择与自由;责任与后果;成本与总账;爱与回应;边界与许可;法律与秩序;文明与历史","02;03;04;05;07;09;10;11;12;13;14;15;16;17;18;31;32;33"
"280","d79ed250-d3bd-57f6-b46d-67d673de8a55","塑料保鲜袋","2026-03-03","事实与证据;选择与自由;成本与总账;信用与信任","02;03;06;07;08;09;10;12;16;17;18"
"281","3ef14faa-66b1-5ac5-a7f8-5cf845b49e0a","丑时","2026-03-03","定义与达意;技术与工程","09;13;17;18;32;33"
"282","4fd8de7a-6ac3-5e4c-9c43-c48a803bfa72","轻轻的朋友","2026-03-02","定义与达意;选择与自由;责任与后果;成本与总账;爱与回应;边界与许可;照料与家庭;权力与异议","02;03;04;05;07;09;10;12;14;16;17;18"
"283","804adf0c-ed4e-5815-a048-305a92836b4d","残而器","2026-03-01","能力与学习;选择与自由;边界与许可;心理与主体","02;05;07;08;12;13;14;16;17;18"
"284","393616a4-e6c8-51a6-b8ec-ef5cbd3dc5d1","大可爱","2026-03-01","选择与自由;责任与后果;成本与总账;信用与信任;爱与回应;边界与许可;照料与家庭;生态与自然;心理与主体","02;03;04;05;06;07;08;10;12;13;14;16;17;18;25;32"
"285","fa9c48a5-555b-56b7-81ca-82f647c6c93f","没事","2026-03-01","事实与证据;能力与学习;信用与信任;爱与回应;劳动与组织;心理与主体","03;04;05;06;08;09;10;12;13;14;16;17;18"
"286","5845c1fa-dd22-522a-bb7b-2c5b38e56e16","两重放大","2026-03-01","定义与达意;能力与学习;责任与后果;爱与回应","02;03;04;05;08;09;10;12;13;14;16;17;18"
"287","6c9de5c8-a892-5096-b987-d94062951c99","问鸟","2026-03-01","定义与达意;能力与学习;责任与后果;爱与回应;照料与家庭;技术与工程","02;03;04;05;08;09;10;12;13;14;16;17;18;32;33"
"288","be6d8056-aff6-56c2-86ac-a225d33dd698","救道","2026-02-28","事实与证据;定义与达意;选择与自由;责任与后果;成本与总账;爱与回应;边界与许可;权力与异议","02;03;04;05;07;08;09;10;12;14;16;17;18"
"289","6d974e26-ade5-5ab3-8821-c4f460ceccaa","无咎","2026-02-26","事实与证据;责任与后果;爱与回应;权力与异议;心理与主体;宗教与自然法","02;03;04;05;07;08;09;10;11;12;14;16;17;18"
"290","12cfe1ee-93e9-5cb0-b671-9ca5c87b0ea8","稳","2026-02-26","定义与达意;能力与学习;责任与后果;成本与总账;爱与回应;照料与家庭;技术与工程;心理与主体","02;03;04;05;08;09;10;12;13;14;16;17;18;32;33"
"291","59a4b8e9-073c-5185-b837-61958dc2bb9b","五件套","2026-02-26","责任与后果;成本与总账;财富与市场","02;03;10;12;13;18"
"292","61312d52-7a3f-528d-a0c5-a8e1cc36c8cf","村级恋爱","2026-02-26","定义与达意;选择与自由;爱与回应;边界与许可;法律与秩序;权力与异议","02;03;04;05;07;09;12;14;16;17;18"
"293","878fb805-8cc4-5154-be03-9e2df4cdaa52","糖水","2026-02-26","能力与学习;成本与总账;技术与工程","03;08;10;13;17;18;32;33"
"294","57373afd-ddd4-5c4d-9e94-879088a6a02e","光","2026-02-25","能力与学习;信用与信任;爱与回应;边界与许可","03;04;05;06;08;12;13;14;16;18"
"295","5b409dd5-b59d-515b-816e-f0689018e8a4","不待见","2026-02-24","能力与学习;选择与自由;责任与后果;成本与总账;劳动与组织;权力与异议;文明与历史","02;03;06;07;08;10;11;12;13;15;16;18;31;32;33"
"296","bdd80245-d1df-57e6-b27b-dbaab2869bc1","不站队","2026-02-24","事实与证据;定义与达意;责任与后果;成本与总账;信用与信任;爱与回应;照料与家庭;权力与异议","02;03;04;05;06;07;08;09;10;12;14;16;17;18"
"297","8fe7f224-3743-5c7a-bf84-65071f35efd6","虎斑观音","2026-02-23","能力与学习;成本与总账;信用与信任;爱与回应;净输出与不掠夺;照料与家庭;劳动与组织;技术与工程","03;04;05;06;08;10;12;13;14;16;17;18;32;33"
"298","f784d9d0-16ce-5fcb-9d22-77e05a828dca","租面人","2026-02-23","选择与自由;责任与后果;成本与总账;边界与许可;劳动与组织;财富与市场;法律与秩序;权力与异议;技术与工程;文明与历史;人工智能与机器","02;03;05;06;07;10;11;12;13;15;16;17;18;28;29;31;32;33"
"299","fc18c411-c7ec-5199-a528-0827c9aa803e","布老虎","2026-02-23","选择与自由;责任与后果;成本与总账;照料与家庭;法律与秩序;权力与异议;技术与工程;心理与主体;宗教与自然法","02;03;04;05;07;08;10;11;12;13;14;16;17;18;32;33"
"300","da164ad4-bba4-5cea-8813-aa7317be3173","背箱子的人","2026-02-23","事实与证据;选择与自由;文明与历史","02;07;08;09;11;13;15;16;17;18;31;32;33"
"301","0f2d3529-3ca5-5f48-8dfa-58bb77ca47c0","赛的是人","2026-02-23","责任与后果;爱与回应;边界与许可;劳动与组织;权力与异议;技术与工程;人工智能与机器","02;03;04;05;06;07;10;12;13;14;16;17;18;28;29;32;33"
"302","69a5f21a-0a81-5461-b421-b5fa8416e783","天光","2026-02-23","成本与总账;爱与回应;照料与家庭;劳动与组织;文明与历史;生态与自然;心理与主体","03;04;05;06;08;10;11;13;14;15;16;17;18;25;31;32;33"
"303","cb9964b0-6a32-5868-a88c-2b80509612e8","不认不可","2026-02-22","责任与后果;成本与总账;爱与回应;心理与主体","02;03;04;05;08;10;12;14;16;17;18"
"304","9941130a-21b4-5575-9a9a-e678654ac3c2","无苦之乐","2026-02-21","定义与达意;能力与学习;选择与自由;责任与后果;爱与回应;边界与许可;法律与秩序;心理与主体;性别与身体","02;03;04;05;07;08;09;10;12;13;14;16;17;18"
"305","ffbd402b-1b20-54c0-8aeb-b73f37cc6b5b","不乱衣","2026-02-17","选择与自由","02;07;16;18"
"306","8c4f112f-9b5b-5a4c-907d-c50860441c71","最不坏的安排","2026-02-16","能力与学习;责任与后果;照料与家庭;法律与秩序;权力与异议;心理与主体","02;03;04;05;07;08;10;12;13;14;16;17;18"
"307","dc0f95a5-dea0-5e23-a4f9-0d641656aa3c","闲趣","2026-02-14","能力与学习;选择与自由;责任与后果;成本与总账;爱与回应;边界与许可;劳动与组织;财富与市场;权力与异议;心理与主体;性别与身体","02;03;04;05;06;07;08;10;12;13;14;16;17;18"
"308","03c5d063-ce66-5922-a4e4-353a60f8a3b7","AUI","2026-02-12","事实与证据;定义与达意;能力与学习;责任与后果;成本与总账;爱与回应;权力与异议;技术与工程;文明与历史;生态与自然;人工智能与机器;宗教与自然法","02;03;04;05;07;08;09;10;11;12;13;14;15;16;17;18;25;28;29;31;32;33"
"309","2ae6669c-a1a2-561b-b761-7466a0a67a66","该动不动","2026-02-12","选择与自由;责任与后果;成本与总账;信用与信任;劳动与组织;财富与市场;心理与主体","02;03;06;07;08;10;12;13;14;16;17;18"
"310","6e5df6b6-cc63-53d5-a97e-be238b41d361","车道问题","2026-02-12","定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;爱与回应;边界与许可;法律与秩序;宗教与自然法","02;03;04;05;07;08;09;10;11;12;13;14;16;17;18"
"311","fc79599e-27dd-56c6-a70f-2e17d7af252d","坠天使","2026-02-12","定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;爱与回应;照料与家庭;法律与秩序;权力与异议;性别与身体","02;03;04;05;07;08;09;10;12;13;14;16;17;18"
"312","062b2bad-4348-5c1d-895e-83d0f0b1c037","应分困难","2026-02-12","事实与证据;能力与学习;选择与自由;责任与后果;信用与信任;劳动与组织;技术与工程","02;03;06;07;08;09;10;12;13;16;17;18;32;33"
"313","5f849e6b-a50d-5f33-bda8-6df110bc7c25","不拆台","2026-02-11","定义与达意;能力与学习;责任与后果;边界与许可;照料与家庭;法律与秩序;权力与异议","02;03;04;05;07;08;09;10;12;13;14;16;17;18"
"314","000eeb82-5cac-5e7f-a22b-fb8949aa1b12","一意孤行","2026-02-11","事实与证据;定义与达意;责任与后果;成本与总账;信用与信任;爱与回应;心理与主体","02;03;04;05;06;08;09;10;12;14;16;17;18"
"315","29e86c3a-4927-58ba-b930-5a406035e0b2","无价之爱","2026-02-11","能力与学习;责任与后果;爱与回应;照料与家庭;技术与工程","02;03;04;05;08;10;12;13;14;16;17;18;32;33"
"316","463b7393-59fa-5014-a19b-4f653e7366ad","贤妻良母","2026-02-10","定义与达意;边界与许可;照料与家庭;文明与历史;性别与身体","04;05;09;11;12;13;14;15;16;17;18;31;32;33"
"317","61ba1ab9-4f3d-54b2-8b54-a8ab10fb71aa","无关之爱","2026-02-10","定义与达意;选择与自由;责任与后果;爱与回应;净输出与不掠夺;边界与许可;文明与历史;心理与主体","02;03;04;05;07;08;09;10;11;12;13;14;15;16;17;18;31;32;33"
"318","1bf38026-1ae2-5646-bcb4-3ecf6ab10396","尴尬坏","2026-02-09","能力与学习;选择与自由;成本与总账;信用与信任;心理与主体","02;03;06;07;08;10;12;13;14;16;17;18"
"319","83be7156-1c2c-53c1-ba85-ecb33fe27d44","下不为例","2026-02-09","能力与学习;选择与自由;责任与后果;成本与总账;信用与信任;边界与许可","02;03;05;06;07;08;10;12;13;16;18"
"320","0bcede2a-ccc7-5efc-a8c5-45870501b659","一生之策","2026-02-08","事实与证据;能力与学习;选择与自由;成本与总账;信用与信任;爱与回应;净输出与不掠夺;照料与家庭;技术与工程","02;03;04;05;06;07;08;09;10;12;13;14;16;17;18;32;33"
"321","2b9e02b6-54f9-5d22-a934-7bfa6e22f32b","小工程","2026-02-07","事实与证据;能力与学习;选择与自由;成本与总账;信用与信任;净输出与不掠夺;照料与家庭;劳动与组织;权力与异议;心理与主体","02;03;04;05;06;07;08;09;10;12;13;14;16;17;18"
"322","bc38dd41-579c-596c-bf2d-c6a0cf502354","我不够好","2026-02-07","事实与证据;定义与达意;能力与学习;选择与自由;责任与后果;爱与回应;心理与主体","02;03;04;05;07;08;09;10;12;13;14;16;17;18"
"323","afdd08c8-c5c5-549b-932e-b90cb53ebd4e","言不传身不教","2026-02-06","事实与证据;能力与学习;责任与后果;爱与回应;边界与许可;照料与家庭;法律与秩序;心理与主体","02;03;04;05;07;08;09;10;12;13;14;16;17;18"
"324","1fb84c95-4a52-5785-88be-caa32ceffb5f","实事求是","2026-02-05","事实与证据;定义与达意;能力与学习;责任与后果;成本与总账;边界与许可;文明与历史","02;03;05;08;09;10;11;12;13;15;16;17;18;31;32;33"
"325","1931c0b2-0b45-507d-9bf4-7f5d8be7a99e","前搭后补","2026-02-04","事实与证据;定义与达意;能力与学习;成本与总账;爱与回应;边界与许可;法律与秩序","03;04;05;07;08;09;10;12;13;14;16;17;18"
"326","b4d45db9-8621-552a-ae71-cbf4ec7ebe6a","绝顶聪明","2026-02-04","选择与自由;成本与总账;爱与回应;劳动与组织;财富与市场;文明与历史;心理与主体","02;03;04;05;06;07;08;10;11;13;14;15;16;17;18;31;32;33"
"327","f95e922e-6697-5c62-a1e9-a98d5d8de66f","出息x2","2026-02-04","能力与学习;责任与后果;成本与总账;爱与回应;照料与家庭;财富与市场;法律与秩序;心理与主体","02;03;04;05;07;08;10;12;13;14;16;17;18"
"328","79dd6d6b-f813-529a-bd1f-92f5253e4d28","中年的价值","2026-02-04","定义与达意;能力与学习;成本与总账;信用与信任;照料与家庭;劳动与组织;心理与主体","03;04;05;06;08;09;10;12;13;14;16;17;18"
"329","13cc4692-bcf6-561a-8732-a1b66a37ceb2","眠与食","2026-02-03","责任与后果;信用与信任;爱与回应;劳动与组织;心理与主体","02;03;04;05;06;08;10;12;13;14;16;17;18"
"330","bd8b031f-f746-50e1-b56c-a978ea1b39af","不当超人","2026-02-03","事实与证据;责任与后果;边界与许可;生态与自然","02;03;05;08;09;10;12;13;16;17;18;25;32"
"331","ee9340c9-a384-5bc1-b013-76e2647fe1c7","小杯具","2026-02-03","定义与达意;责任与后果;爱与回应;心理与主体","02;03;04;05;08;09;10;12;14;16;17;18"
"332","daadf9cc-e509-57dd-9a7c-7928fef1be3f","ai教学","2026-02-03","能力与学习;选择与自由;成本与总账;净输出与不掠夺;劳动与组织;技术与工程;人工智能与机器","02;03;05;06;07;08;10;13;16;17;18;28;29;32;33"
"333","9d9979c9-fbed-5ebe-8ff3-68d700dfd917","手停口停","2026-02-03","事实与证据;能力与学习;成本与总账;信用与信任;边界与许可;照料与家庭;财富与市场;技术与工程","03;04;05;06;08;09;10;12;13;14;16;17;18;32;33"
"334","3fb21991-52c6-5872-9283-a35303f1f31e","不落空","2026-02-02","能力与学习;选择与自由;责任与后果;信用与信任;爱与回应;照料与家庭;生态与自然;心理与主体","02;03;04;05;06;07;08;10;12;13;14;16;17;18;25;32"
"335","2d053b6c-1878-5055-86a7-89fc6ee4552f","二胎结","2026-02-02","能力与学习;责任与后果;成本与总账;信用与信任;爱与回应;净输出与不掠夺;边界与许可;照料与家庭;劳动与组织;财富与市场;法律与秩序","02;03;04;05;06;07;08;10;12;13;14;16;18"
"336","8c72c162-4de1-5501-9b4d-ab3d73eb1656","少年当家","2026-02-01","事实与证据;定义与达意;能力与学习;责任与后果;爱与回应;照料与家庭;心理与主体","02;03;04;05;08;09;10;12;13;14;16;17;18"
"337","5448bbfd-ad64-59db-85ec-21ea018e7ab8","文明与野蛮","2026-02-01","能力与学习;责任与后果;成本与总账;劳动与组织;技术与工程;文明与历史","02;03;06;08;10;11;12;13;15;17;18;31;32;33"
"338","06321acb-1e12-52ac-b56a-3e2998196c76","戏彩娱亲","2026-02-01","能力与学习;责任与后果;成本与总账;爱与回应;法律与秩序;权力与异议;技术与工程;文明与历史;心理与主体","02;03;04;05;07;08;10;11;12;13;14;15;16;17;18;31;32;33"
"339","0c6cee44-a052-5bca-a25a-36aa14e82916","应付","2026-01-31","能力与学习;选择与自由;成本与总账;信用与信任;边界与许可;财富与市场;法律与秩序","02;03;05;06;07;08;10;12;13;16;18"
"340","b9f8c90c-a34b-53a0-8866-783913e66b7e","不等长大","2026-01-31","能力与学习;责任与后果;照料与家庭;劳动与组织;生态与自然;心理与主体","02;03;04;05;06;08;10;12;13;14;16;17;18;25;32"
"341","dc6f13e1-62df-5155-adcc-f78b7cdf52d7","惊不惊喜","2026-01-31","定义与达意;能力与学习;选择与自由;边界与许可;技术与工程","02;05;07;08;09;12;13;16;17;18;32;33"
"342","25fbbd06-a8c6-57be-94bd-b3d016eb9655","不承不认","2026-01-30","事实与证据;定义与达意;能力与学习;责任与后果;成本与总账;信用与信任;爱与回应;边界与许可;宗教与自然法","02;03;04;05;06;07;08;09;10;11;12;13;14;16;17;18"
"343","05db81fa-4a1d-54b7-8594-9adaf15e05d7","耻于求助","2026-01-29","定义与达意;选择与自由;责任与后果;成本与总账;爱与回应;净输出与不掠夺;边界与许可;照料与家庭;心理与主体","02;03;04;05;07;08;09;10;12;14;16;17;18"
"344","af317ccb-b9aa-5f69-a4ab-1d0058a72100","挺过","2026-01-28","事实与证据;能力与学习;成本与总账;照料与家庭;劳动与组织;技术与工程;人工智能与机器;心理与主体;性别与身体","03;04;05;06;08;09;10;13;14;16;17;18;28;29;32;33"
"345","937e1be5-e068-5d38-987e-d1b6e04be1c2","不雅之地","2026-01-28","选择与自由;成本与总账;技术与工程;文明与历史;生态与自然;性别与身体","02;03;05;07;10;11;13;14;15;16;17;18;25;31;32;33"
"346","1c32f874-712e-5028-bb76-59b5a29e56f5","不拘小节","2026-01-28","能力与学习;技术与工程","08;13;17;18;32;33"
"347","788f0264-df41-552c-a4b7-4bd7c7841b83","细火慢煨","2026-01-27","定义与达意;能力与学习;成本与总账;技术与工程;心理与主体","03;08;09;10;13;14;17;18;32;33"
"348","947db6e3-20ff-5d8a-b5fa-5f582087d9a4","玩儿去","2026-01-27","定义与达意;能力与学习;选择与自由;责任与后果;劳动与组织;财富与市场;权力与异议","02;03;06;07;08;09;10;12;13;16;17;18"
"349","ecc0f491-2538-5000-82f1-9821fad328ee","热爱在前","2026-01-26","定义与达意;能力与学习;选择与自由;爱与回应;照料与家庭;心理与主体","02;04;05;07;08;09;13;14;16;17;18"
"350","7e0c3ec0-3579-5d43-a403-137df63e5806","甘蔗","2026-01-26","定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;爱与回应;照料与家庭;财富与市场;文明与历史","02;03;04;05;07;08;09;10;11;12;13;14;15;16;17;18;31;32;33"
"351","b7fd7a86-67f7-5e87-9a26-cf99bee92397","爱老敬幼","2026-01-26","能力与学习;信用与信任;爱与回应;照料与家庭;权力与异议","03;04;05;06;07;08;12;13;14;16;18"
"352","6d585a86-4173-57e1-b3e3-5db6466773fe","必要与必然","2026-01-26","能力与学习;选择与自由;成本与总账;信用与信任;边界与许可;技术与工程","02;03;05;06;07;08;10;12;13;16;17;18;32;33"
"353","8709c3b6-aa9c-57a3-b061-5617fee662a9","万般皆下品","2026-01-25","能力与学习;责任与后果;成本与总账;信用与信任;边界与许可;照料与家庭;劳动与组织;权力与异议;文明与历史","02;03;04;05;06;07;08;10;11;12;13;14;15;16;18;31;32;33"
"354","71f84a57-bdc3-5c80-841b-5ebc50177701","奥力给","2026-01-24","选择与自由;责任与后果;劳动与组织;技术与工程;人工智能与机器;心理与主体","02;03;06;07;08;10;12;13;14;16;17;18;28;29;32;33"
"355","ce2caed7-90ec-562a-8d92-0775d96a5ac4","退避三舍","2026-01-23","能力与学习;选择与自由;责任与后果;成本与总账;爱与回应;边界与许可;法律与秩序;文明与历史","02;03;04;05;07;08;10;11;12;13;14;15;16;18;31;32;33"
"356","206eaff7-7c52-54df-b2ac-2cc2bb60d238","多情刀","2026-01-21","定义与达意;能力与学习;责任与后果;成本与总账;信用与信任;爱与回应;净输出与不掠夺;边界与许可;照料与家庭;劳动与组织;心理与主体","02;03;04;05;06;08;09;10;12;13;14;16;17;18"
"357","9c13ec75-b919-5e81-b0b4-f46d8c8650d2","直言有讳","2026-01-21","定义与达意;选择与自由;责任与后果;成本与总账;信用与信任;爱与回应;心理与主体","02;03;04;05;06;07;08;09;10;12;14;16;17;18"
"358","1d5209c9-3b49-5544-a8a4-3059a6f4968a","琐细的人","2026-01-20","定义与达意;选择与自由;责任与后果;成本与总账;爱与回应;边界与许可;照料与家庭;劳动与组织;法律与秩序;性别与身体","02;03;04;05;06;07;09;10;12;13;14;16;17;18"
"359","1f3d7c1c-2ff3-5374-903b-36a57087b09b","无患","2026-01-19","选择与自由;责任与后果;成本与总账;信用与信任;照料与家庭;心理与主体","02;03;04;05;06;07;08;10;12;14;16;17;18"
"360","7ab98faa-1e40-581f-88de-a37a7cd9b087","正缘","2026-01-19","定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;信用与信任;爱与回应;边界与许可;技术与工程","02;03;04;05;06;07;08;09;10;12;13;14;16;17;18;32;33"
"361","9b92812f-b074-57c2-9734-812912ae2f32","印模","2026-01-18","定义与达意;能力与学习;责任与后果;成本与总账;边界与许可;照料与家庭","02;03;04;05;08;09;10;12;13;14;16;17;18"
"362","c8ffa0bb-f687-5e9c-8a1e-1a4f30c8ab2b","枕兵待旦","2026-01-18","能力与学习;选择与自由;成本与总账;信用与信任;权力与异议;心理与主体;性别与身体","02;03;05;06;07;08;10;12;13;14;16;17;18"
"363","9b51d167-7715-5419-a311-ddd95c843c96","一个硬币","2026-01-17","事实与证据;能力与学习;选择与自由;成本与总账;爱与回应;心理与主体","02;03;04;05;07;08;09;10;13;14;16;17;18"
"364","08dc91cb-1580-5cd6-866b-cbe415294d61","晨读","2026-01-16","责任与后果;信用与信任;爱与回应;边界与许可;照料与家庭","02;03;04;05;06;10;12;14;16;18"
"365","2729388c-1b11-5dab-b3f0-14ca4ecdc9fb","左右逢源","2026-01-16","事实与证据;选择与自由;责任与后果;成本与总账;爱与回应;照料与家庭;文明与历史;心理与主体;宗教与自然法","02;03;04;05;07;08;09;10;11;12;13;14;15;16;17;18;31;32;33"
"366","76a5ac8d-0aa2-525d-91a7-981ccf6c8f4b","人人如是","2026-01-15","事实与证据;能力与学习;选择与自由;责任与后果;劳动与组织;法律与秩序;文明与历史;心理与主体","02;03;06;07;08;09;10;11;12;13;14;15;16;17;18;31;32;33"
"367","2cd99ac9-1a92-5960-8930-bc34c4a581d7","具体一点","2026-01-15","选择与自由;责任与后果;成本与总账;信用与信任;边界与许可;劳动与组织;心理与主体","02;03;05;06;07;08;10;12;13;14;16;17;18"
"368","bfa7eeb2-4b4b-50a8-9e18-629209b3d584","幸福的西西弗斯","2026-01-13","能力与学习;成本与总账;爱与回应;劳动与组织;财富与市场;心理与主体","03;04;05;06;08;10;13;14;16;17;18"
"369","31f23cbb-8816-54dd-986d-9c92bf960612","二手毒","2026-01-13","能力与学习;选择与自由;成本与总账;照料与家庭;文明与历史;生态与自然","02;03;04;05;07;08;10;11;13;14;15;16;18;25;31;32;33"
"370","5e4f4aab-f2ab-534f-80e5-df23e10a97d8","时代红利","2026-01-13","能力与学习;选择与自由;成本与总账;信用与信任;爱与回应;劳动与组织;技术与工程;人工智能与机器;心理与主体","02;03;04;05;06;07;08;10;12;13;14;16;17;18;28;29;32;33"
"371","0b606dfd-8414-50c0-81d9-5ad8fb896f4b","二世之交","2026-01-13","能力与学习;选择与自由;责任与后果;成本与总账;爱与回应;边界与许可;照料与家庭;权力与异议","02;03;04;05;07;08;10;12;13;14;16;18"
"372","a6f4bdce-9a6a-5913-8ff7-ee5dfe37ef38","潮起潮落","2026-01-13","定义与达意;责任与后果;成本与总账;照料与家庭;劳动与组织;财富与市场;技术与工程;心理与主体","02;03;04;05;06;08;09;10;12;13;14;16;17;18;32;33"
"373","9f58d4dc-292a-510c-a1ee-2f68b882653b","永劫无间","2026-01-12","定义与达意;选择与自由;责任与后果;成本与总账;爱与回应;边界与许可;法律与秩序;生态与自然","02;03;04;05;07;09;10;12;13;14;16;17;18;25;32"
"374","2de3bae2-a2de-5451-9e19-d38d38ce26df","壮志凌云","2026-01-11","责任与后果;成本与总账;财富与市场;权力与异议;心理与主体","02;03;07;08;10;12;13;14;17;18"
"375","b2e36527-d771-5098-8847-b98007029782","高高在上者","2026-01-11","能力与学习;责任与后果;成本与总账;边界与许可;法律与秩序;心理与主体","02;03;05;07;08;10;12;13;14;16;17;18"
"376","f90644b4-133c-5048-ba1d-fc037128e012","一牛三旱","2026-01-10","能力与学习;选择与自由;责任与后果;成本与总账;信用与信任;爱与回应;劳动与组织;财富与市场;技术与工程","02;03;04;05;06;07;08;10;12;13;14;16;17;18;32;33"
"377","9eb00f42-a421-5ccb-b727-36b7ca990eff","各自理解","2026-01-09","事实与证据;定义与达意;选择与自由;责任与后果;成本与总账;边界与许可;劳动与组织","02;03;05;06;07;08;09;10;12;13;16;17;18"
