"evidenceId","section","claim","evidenceNature","boundary","ordinal","id","date","title","url","quote","quoteExact","sourceReadingFile"
"R38","祈祷、修行与行动实践","作者认为，修心的最高状态不在神秘体验或高深话语，而在持续校正自己对世界的认识和个人原则，使自己作为主体时逻辑通顺、规则稳固、能形成清晰合作机制并治理个人生存环境；作为客体时则尊重世界规则、安然顺应、减少无谓痛苦，并帮助世界形成宽松积极的生存环境。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","2417","a6cedaa3-5172-59a8-b995-ba479b01c8f2","2023-01-26","修行实践","https://www.zhihu.com/question/382191130/answer/2861182866","这东西要避免神秘化、深奥化，因为神秘化的东西除了拿来当情绪吗啡，基本没有正面意义。","True","batch-485-2416-2420.md"
"R39","祈祷、修行与行动实践","本文认为，“我不知道如何扭转”不能推出“这人没希望”或“这人废了”，因为人类无权把自己的无能宣布为他人的命运。把孩子判为废，往往是为了逃脱“没有尽责”的责备，向世界申请一份免予起诉；真正应做的是承认责任已经落在自己身上，量力而行，不以确定结果作为行动前提，也不以成为好人、获得功德作为帮助动机。帮助首先必须是无害且有益的，再以增加他人选择空间为判断标准；选择空间扩大，会提高对生活的信心，使人从绝望的享乐和自我毁灭转向求生。文章最后面向基督徒说，生命是可能性的总和，增加他人可能性与上帝的爱同向，人的善行只是以工作量献上的祈祷，真正的果效和荣耀不能归给自称施主的人。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","3865","3d075c9c-05f2-59ea-a35a-6f59dd033d4a","2019-12-26","废没废","https://www.zhihu.com/question/360327798/answer/950494273","废与不废，非人所能言。","True","batch-651-3856-3865.md"
"R40","祈祷、修行与行动实践","作者认为，家长解决子女诉求的第一步不是寻找巧妙的拒绝，而是辨认诉求的性质，尤其不能因不信任子女而把一切诉求直接定性为基于契约权利的“要求”。爱的落实不是百依百顺，而是对基本生存承担义务、对祈求给予聆听、对请求进行合作式审查、对需求建立清晰交易规则；在基本权利之外，子女要通过准备、信用、技能和成本意识逐步获得更多自主空间。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","2841","3c5adff1-6b20-5999-a366-0033a5945401","2022-04-23","子女的要求","https://www.zhihu.com/question/355524343/answer/2454079129","子女对父母提出的东西，在被定性之前，只能看做诉求。","True","batch-549-2836-2845.md"
"R41","祈祷、修行与行动实践","本文认为，修行成就者唯一必要特征是不再恐惧死亡；这不是相信自己不会死、会轮回或会升天，而是承认死亡仍然意味着终结和消散，却不再因此恐惧。除此之外，成就者不必平静、不必不愤怒、不必料事如神或疯癫，也不能以漂浮、隔空取物等神迹作为标准。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","3964","f108f52d-24fd-58dd-920a-14cbdb3488b4","2019-02-18","修行成就者","https://www.zhihu.com/question/26437158/answer/601367411","只有一个特征——不再恐惧死亡。","True","batch-661-3956-3965.md"
"R42","祈祷、修行与行动实践","作者认为，青少年并不缺少别人指出错误，而是缺少一个谦卑、承认问题困难并以自身不完美仍能活得有声有色作见证的人。与其让父母或指导者假装全能、道德完美，形成孩子必须达到的虚假偶像，不如以爱和谦卑承认无能；这种承认可以提供现实的宽容见证。文章同时承认父母害怕宽容会导致子女自甘堕落的担忧真实存在，但认为在认真考察解决办法之前，不能先假定谦卑道路一定比偶像道路更糟。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","2405","1b6aeab8-8957-5485-9ee0-515b217bf7a4","2023-02-05","两条道路","https://www.zhihu.com/question/582102554/answer/2877338485","人只能接受爱自己的人对自己严厉","True","batch-482-2401-2405.md"
"R43","天命、苦难、死亡与终极意义","本文认为，中文语境中牛头鬼差、刀山油锅的“地狱”图像，是把“最可怕的境地”用本地熟悉的酷刑意象翻译出来的结果，并不等于犹太教—基督教信徒真正恐惧的核心。后者的地狱更接近失去上帝回应和审判保障之后、没有信任和底线的世界；不信上帝不是被一个外部恶魔强行诅咒，而是死后进入与上帝隔绝的状态。文章后半段把这个概念扩展为活着时对未来持续恶化、无终点的负预期，并要求理解异文化时跳出自己的图像和价值背景。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","4004","464b34c9-ffd6-5429-ad0b-5b742bc0a0b0","2018-11-20","地狱这东西","https://www.zhihu.com/question/59357318/answer/535227972","犹太人、基督徒所刻骨畏惧的，其实并不是刀山油锅，而是失去上帝对自己的一切回应。","True","batch-665-3996-4005.md"
"R44","天命、苦难、死亡与终极意义","本文把“人皆有一死”称为一种信仰，而不是已经得到充分实验证明的事实；“人会死”和“人必然会死”之间存在逻辑差别，关于普遍死亡的断言只能依靠例子、间接证据和高置信度推测。作者随后认为，长生不老观念会改变社会的伦理计算、牺牲机制和资源流动，技术竞争及社会对“敢死之士”的需要推动了死亡信仰的胜利。对个人而言，死亡的最大意义不是神秘答案，而是给痛苦和逼迫设置终点；接受它还可以避免一个与社会规则不相容、会不断制造现实损失的长生预设。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","3737","f975f3fe-005b-53dd-8f44-2741aefcda9b","2020-07-07","死亡","https://www.zhihu.com/question/19795293/answer/1323213160","证明“人会死”和证明“人必然会死”是两回事","True","batch-639-3736-3745.md"
"R45","天命、苦难、死亡与终极意义","本文认为，把全部资源用于攻克死亡会立即造成经济崩溃，而且短期内仍不能解决死亡；现实中更有效的优先级应是让人暂时不死、让暂时不死的人活得更好，甚至让必死者不那么害怕死亡。作者进一步断言，过度恐惧死亡会使群体无法承受必要牺牲，现存文明都发展出轮回、永生、取义、奉献、光荣或解脱等接纳死亡的意识形态；如果把永不死亡提升为头等目标，就可能削弱个体为群体承担风险的意愿，最终在死亡被攻克前先导致族群灭亡。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","4039","6e00a9d7-d4d4-5578-9443-cf54d8b34d1f","2018-07-22","攻克死亡","https://www.zhihu.com/question/286304501/answer/448634740","过于执着于求生和恐惧死亡对于整个族群来说是一种缺点。","True","batch-669-4036-4045.md"
"R46","天命、苦难、死亡与终极意义","作者认为，灾难性的痛苦并不只会落在做过恶或犯过错的人身上，旁观者不能把它当成与自己无关的极端不幸。真正的悼念不只是短暂安慰、抚恤或补贴，而是借同类痛苦警醒自己，重新审视生活态度、人生意义和计划，并及时和解、原谅、做正确的事、纠正错误。作者把这种对无常的清醒接受视为勇敢和勤奋的更好动力，并推测它可能在未来的痛苦中帮助人护住内心、增加幸存和康复机会。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","2204","571e42e2-865f-5a6e-af1d-cc2e64bdf7e4","2023-06-03","无常之祭","https://www.zhihu.com/question/604447833/answer/3056636079","不要以为他只是格外的不幸，与我们这些没这么不幸的人无关","True","batch-441-2201-2205.md"
"R47","天命、苦难、死亡与终极意义","无论人是否赞美苦难，苦难都会以灾难、疾病、贫困、失去娱乐或被责骂等不同强度降临；长期处在温室中并不能消除痛苦，只会降低个人对苦难的承受基线。作者因此要求人保持兴奋、积极和坚强，把苦难视为不可替代的淬炼和成为社会中坚的资格，而不是仅以正义的怨恨和回避回应它。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","2739","9f319eb9-7a47-5637-bfa1-8faf25e73203","2022-06-17","诅咒苦难","https://afdian.com/p/102d809af96711ef980452540025c377","但这丝毫影响不了苦难是否降临——它必然降临。","True","batch-539-2736-2745.md"
"R48","天命、苦难、死亡与终极意义","真正重要的临终关怀是尽早准备葬礼、处理遗产与关系、完成忏悔和获得原谅，使人逐步与死亡和解；“临终”不应只指生命最后阶段，而是贯穿整个活着过程的“向死而生”。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","1547","ea7dd942-d9c3-5ff8-8c2e-0cd8767e5d54","2024-06-07","临终关怀","https://www.zhihu.com/question/452075166/answer/3522636629","活着的每一刻都是临终，“临终关怀”就是向死而生罢了。","True","batch-310-1546-1550.md"
