"paper","id","citedTitle","actualTitle","citedDate","actualDate","citedUrl","actualUrl","idExists","titleMatches","dateMatches","urlMatches"
"05_亲密关系与婚恋.md","8c003e8e-8019-5beb-a424-d53c0a7a041d","余庆","余庆","2026-03-31","2026-03-31","https://www.zhihu.com/question/1958547022152959995/answer/2015484705303175367","https://www.zhihu.com/question/1958547022152959995/answer/2015484705303175367","True","True","True","True"
"05_亲密关系与婚恋.md","6c9de5c8-a892-5096-b987-d94062951c99","问鸟","问鸟","2026-03-01","2026-03-01","https://www.zhihu.com/question/2009637367900837199/answer/2011077711515370110","https://www.zhihu.com/question/2009637367900837199/answer/2011077711515370110","True","True","True","True"
"05_亲密关系与婚恋.md","ed1a358b-b31d-5945-b776-b8573ecaa0c4","松则久","松则久","2026-07-14","2026-07-14","https://www.zhihu.com/question/308348833/answer/2042325192739927037","https://www.zhihu.com/question/308348833/answer/2042325192739927037","True","True","True","True"
"05_亲密关系与婚恋.md","6ee6c6fa-790a-50d2-be45-d01a3d9772a0","女生不讲理","女生不讲理","2020-11-19","2020-11-19","https://www.zhihu.com/question/430362880/answer/1583182664","https://www.zhihu.com/question/430362880/answer/1583182664","True","True","True","True"
"05_亲密关系与婚恋.md","9f9bba60-c970-56f6-b5f0-bb569c2848df","吵架","吵架","2024-07-20","2024-07-20","https://www.zhihu.com/question/34500647/answer/2001555980379522604","https://www.zhihu.com/question/34500647/answer/2001555980379522604","True","True","True","True"
"05_亲密关系与婚恋.md","349b7eca-3498-5a36-b23a-232c4b794bee","爱与妥协","爱与妥协","2022-07-29","2022-07-29","https://www.zhihu.com/question/545832415/answer/2598902178","https://www.zhihu.com/question/545832415/answer/2598902178","True","True","True","True"
"05_亲密关系与婚恋.md","0b170991-fb0c-5a24-bfa3-7b24716569cf","泄洪渠","泄洪渠","2023-10-03","2023-10-03","https://www.zhihu.com/question/613990993/answer/3234777088","https://www.zhihu.com/question/613990993/answer/3234777088","True","True","True","True"
"05_亲密关系与婚恋.md","d51ccb8e-f94b-55a0-a5d7-7c1b4f4cf0b2","求之不得","求之不得","2021-07-26","2021-07-26","https://www.zhihu.com/question/59242753/answer/2020495838","https://www.zhihu.com/question/59242753/answer/2020495838","True","True","True","True"
"05_亲密关系与婚恋.md","2ea75a89-3b44-58bf-95eb-9a3a0e6c369e","冷且处理","冷且处理","2026-06-19","2026-06-19","https://www.ifdian.net/p/eae9a78065d211f18e065254001e7c00","https://www.ifdian.net/p/eae9a78065d211f18e065254001e7c00","True","True","True","True"
"05_亲密关系与婚恋.md","0ccda9c2-88cf-5cd4-a55c-ced38178fb48","何如不问","何如不问","2021-09-16","2021-09-16","https://www.zhihu.com/question/36380039/answer/2124277929","https://www.zhihu.com/question/36380039/answer/2124277929","True","True","True","True"
"05_亲密关系与婚恋.md","98a4e584-e382-58f7-bac5-3cadf54aa7ab","无界","无界","2024-06-06","2024-06-06","https://afdian.com/p/044f0ee823f111efa2c452540025c377","https://afdian.com/p/044f0ee823f111efa2c452540025c377","True","True","True","True"
"05_亲密关系与婚恋.md","01faf33a-9ab0-5503-9426-13eb2cfa8922","克制真爱","克制真爱","2024-03-10","2024-03-10","https://www.zhihu.com/question/623291314/answer/3424795271","https://www.zhihu.com/question/623291314/answer/3424795271","True","True","True","True"
"05_亲密关系与婚恋.md","f41e9566-f2d7-572c-9823-4c384370fd82","性","性","2021-05-01","2021-05-01","https://www.zhihu.com/question/284304157/answer/1863415524","https://www.zhihu.com/question/284304157/answer/1863415524","True","True","True","True"
"05_亲密关系与婚恋.md","87a46d99-4c5e-509d-8c58-adf6dc2ed5fc","爱以介意为耻","爱以介意为耻","2024-11-08","2024-11-08","https://www.zhihu.com/question/468721157/answer/25597165075","https://www.zhihu.com/question/468721157/answer/25597165075","True","True","True","True"
"05_亲密关系与婚恋.md","b5e5a89e-ed07-5580-9414-b882995c136b","情绪的边界","情绪的边界","2025-02-24","2025-02-24","https://afdian.com/p/7feec654f2ab11efb20052540025c377","https://afdian.com/p/7feec654f2ab11efb20052540025c377","True","True","True","True"
"05_亲密关系与婚恋.md","557cd798-03d7-57fd-a7a4-14f743e1ba13","凭爱分手","凭爱分手","2020-04-27","2020-04-27","https://www.zhihu.com/question/308996023/answer/1183361290","https://www.zhihu.com/question/308996023/answer/1183361290","True","True","True","True"
"05_亲密关系与婚恋.md","6b549588-738e-5535-87ad-b9f434ec297e","失恋的意义","失恋的意义","2024-06-25","2024-06-25","https://afdian.com/p/9eab0f04329811efb46352540025c377","https://afdian.com/p/9eab0f04329811efb46352540025c377","True","True","True","True"
"05_亲密关系与婚恋.md","2d01ce4c-3faf-5109-a883-5a8f91ef4311","情感挽回大师","情感挽回大师","2021-07-07","2021-07-07","https://www.zhihu.com/question/470420822/answer/1983575141","https://www.zhihu.com/question/470420822/answer/1983575141","True","True","True","True"
"05_亲密关系与婚恋.md","770cbfed-54ae-52be-b1c9-72d53392972b","断续","断续","2023-11-02","2023-11-02","https://www.zhihu.com/question/483204673/answer/3273430536","https://www.zhihu.com/question/483204673/answer/3273430536","True","True","True","True"
"05_亲密关系与婚恋.md","4785488c-ee5e-5dc5-ab82-dc075fe56891","单","单","2026-05-07","2026-05-07","https://www.ifdian.net/p/b23a399a440311f180bf52540025c377","https://www.ifdian.net/p/b23a399a440311f180bf52540025c377","True","True","True","True"
"05_亲密关系与婚恋.md","f62f4ebd-249a-571a-b367-0615c630db31","离婚要事","离婚要事","2021-07-03","2021-07-03","https://www.zhihu.com/question/468633317/answer/1975431582","https://www.zhihu.com/question/468633317/answer/1975431582","True","True","True","True"
"08_可错知识与教育实践.md","4cbed42c-3df1-5042-bc95-625b46e3256e","高中书目","高中书目","2020-06-27","2020-06-27","https://www.zhihu.com/question/403634755/answer/1304983217","https://www.zhihu.com/question/403634755/answer/1304983217","True","True","True","True"
"08_可错知识与教育实践.md","c34ca81a-ada6-5462-b656-e70a8805cf0b","终极真理","终极真理","2020-05-21","2020-05-21","https://www.zhihu.com/question/384694502/answer/1236260309","https://www.zhihu.com/question/384694502/answer/1236260309","True","True","True","True"
"08_可错知识与教育实践.md","23d679c7-bf1c-5572-9320-d6854eeac3a0","自强","自强","2020-10-10","2020-10-10","https://www.zhihu.com/question/267653585/answer/1515660778","https://www.zhihu.com/question/267653585/answer/1515660778","True","True","True","True"
"08_可错知识与教育实践.md","05a4a9b4-4c5b-5dd4-bcc5-986e293d4955","复盘","复盘","2021-05-01","2021-05-01","https://www.zhihu.com/question/406224720/answer/1863916109","https://www.zhihu.com/question/406224720/answer/1863916109","True","True","True","True"
"08_可错知识与教育实践.md","16126b72-a5b9-5349-b824-e1bb45a63ac8","好错","好错","2024-06-03","2024-06-03","https://www.zhihu.com/question/648283158/answer/3518255244","https://www.zhihu.com/question/648283158/answer/3518255244","True","True","True","True"
"08_可错知识与教育实践.md","5a351e52-4607-5c35-add1-6420fe541078","学习的料","学习的料","2025-07-30","2025-07-30","https://afdian.com/p/3a9c5c52673a11f09dc85254001e7c00","https://afdian.com/p/3a9c5c52673a11f09dc85254001e7c00","True","True","True","True"
"08_可错知识与教育实践.md","c3db643c-12ad-5b7b-ad3d-a6d940ab1aaf","拿蛇的人","拿蛇的人","2026-03-25","2026-03-25","https://www.zhihu.com/question/1969512772179042703/answer/2014779536173200774","https://www.zhihu.com/question/1969512772179042703/answer/2014779536173200774","True","True","True","True"
"08_可错知识与教育实践.md","e457fe82-86ed-5900-be4a-4c86f0d18279","天赋","天赋","2021-09-21","2021-09-21","https://www.zhihu.com/question/35318941/answer/2132354653","https://www.zhihu.com/question/35318941/answer/2132354653","True","True","True","True"
"08_可错知识与教育实践.md","8f4fbf3b-2b47-50af-bc66-1acd58a9b947","劳动技能","劳动技能","2022-05-06","2022-05-06","https://www.zhihu.com/question/531443999/answer/2472301817","https://www.zhihu.com/question/531443999/answer/2472301817","True","True","True","True"
"08_可错知识与教育实践.md","646df58c-b155-5563-8646-c7d5dae28529","战而后胜","战而后胜","2025-08-31","2025-08-31","https://www.zhihu.com/question/39261295/answer/1945530289108526198","https://www.zhihu.com/question/39261295/answer/1945530289108526198","True","True","True","True"
"08_可错知识与教育实践.md","f62a367a-978f-5c01-8471-170daaa2eea8","疗愈艺术","疗愈艺术","2021-05-25","2021-05-25","https://www.zhihu.com/question/458078011/answer/1904038706","https://www.zhihu.com/question/458078011/answer/1904038706","True","True","True","True"
"08_可错知识与教育实践.md","c51db42c-0852-5eb1-89a8-dcc401d84133","入东宫","入东宫","2025-02-18","2025-02-18","https://afdian.com/p/4db721d4edb711ef99525254001e7c00","https://afdian.com/p/4db721d4edb711ef99525254001e7c00","True","True","True","True"
"08_可错知识与教育实践.md","8859afe4-31fa-5b72-a79a-675c16950c82","服从","服从","2021-06-05","2021-06-05","https://www.zhihu.com/question/463206973/answer/1924612230","https://www.zhihu.com/question/463206973/answer/1924612230","True","True","True","True"
"08_可错知识与教育实践.md","f487299b-2c7e-5999-bc7b-cff6dcb80074","自下而上","自下而上","2024-12-17","2024-12-17","https://afdian.com/p/6bcccf56bc4411efb99852540025c377","https://afdian.com/p/6bcccf56bc4411efb99852540025c377","True","True","True","True"
"08_可错知识与教育实践.md","61843e2f-9230-5dc2-adf6-bb7b3416d5f6","不听老人言","不听老人言","2026-05-10","2026-05-10","https://www.zhihu.com/question/1889581579178849918/answer/2033525184934715882","https://www.zhihu.com/question/1889581579178849918/answer/2033525184934715882","True","True","True","True"
"08_可错知识与教育实践.md","fc9bfc64-1e42-5634-a0e3-d45beedec107","专业第一","专业第一","2026-01-05","2026-01-05","https://www.zhihu.com/question/646556722/answer/1991546774050083866","https://www.zhihu.com/question/646556722/answer/1991546774050083866","True","True","True","True"
"08_可错知识与教育实践.md","a5abe3ed-770e-571b-a698-ad9edad89603","友立思考","友立思考","2026-05-28","2026-05-28","https://www.zhihu.com/question/660298860/answer/2025238718122837960","https://www.zhihu.com/question/660298860/answer/2025238718122837960","True","True","True","True"
"08_可错知识与教育实践.md","25746513-cdd3-5a84-9f85-70b71fb1410b","晚餐会","晚餐会","2026-03-22","2026-03-22","https://www.zhihu.com/question/662298837/answer/2015738767038775453","https://www.zhihu.com/question/662298837/answer/2015738767038775453","True","True","True","True"
"08_可错知识与教育实践.md","11ad7ad3-87eb-5681-93e2-de3e21cbd8a2","批评","批评","2020-08-26","2020-08-26","https://www.zhihu.com/question/22987136/answer/1434894604","https://www.zhihu.com/question/22987136/answer/1434894604","True","True","True","True"
"08_可错知识与教育实践.md","daa2da9d-9204-588a-88a3-a5d9006bf4d4","论批评 2","论批评 2","2025-02-09","2025-02-09","https://afdian.com/p/fd6093eae6d211efac665254001e7c00","https://afdian.com/p/fd6093eae6d211efac665254001e7c00","True","True","True","True"
"08_可错知识与教育实践.md","f651d0b4-e3a5-5b4f-8e86-1bc9b5e98a82","师生一场","师生一场","2023-12-15","2023-12-15","https://www.zhihu.com/question/634135058/answer/3326101761","https://www.zhihu.com/question/634135058/answer/3326101761","True","True","True","True"
"08_可错知识与教育实践.md","50933e1e-592b-5705-b78a-2674f44f7531","监守自盗II","监守自盗II","2023-05-19","2023-05-19","https://www.zhihu.com/question/600325056/answer/3034377298","https://www.zhihu.com/question/600325056/answer/3034377298","True","True","True","True"
"08_可错知识与教育实践.md","95a97047-46ae-561c-b462-1c903c2c3ebd","尊师","尊师","2019-08-01","2019-08-01","https://www.zhihu.com/question/333195546/answer/770295864","https://www.zhihu.com/question/333195546/answer/770295864","True","True","True","True"
"08_可错知识与教育实践.md","06321acb-1e12-52ac-b56a-3e2998196c76","戏彩娱亲","戏彩娱亲","2026-02-01","2026-02-01","https://www.zhihu.com/question/6103152781/answer/2000302868058641843","https://www.zhihu.com/question/6103152781/answer/2000302868058641843","True","True","True","True"
"08_可错知识与教育实践.md","3efc94c7-8626-5648-8ef5-285fb7357c3a","好作业","好作业","2024-03-08","2024-03-08","https://www.zhihu.com/question/614578507/answer/3422645582","https://www.zhihu.com/question/614578507/answer/3422645582","True","True","True","True"
"08_可错知识与教育实践.md","323ec86f-782c-528b-b222-6c23f0e90381","老师的同学","老师的同学","2024-09-19","2024-09-19","https://www.zhihu.com/question/619415942/answer/3629999203","https://www.zhihu.com/question/619415942/answer/3629999203","True","True","True","True"
"08_可错知识与教育实践.md","2b9e02b6-54f9-5d22-a934-7bfa6e22f32b","小工程","小工程","2026-02-07","2026-02-07","https://www.zhihu.com/question/1979908360666112188/answer/2003383156632462996","https://www.zhihu.com/question/1979908360666112188/answer/2003383156632462996","True","True","True","True"
"08_可错知识与教育实践.md","f34a6dfe-fc61-5320-bdb2-6d8f6380e7c7","胜利","胜利","2023-06-21","2023-06-21","https://www.zhihu.com/question/607680310/answer/3082976217","https://www.zhihu.com/question/607680310/answer/3082976217","True","True","True","True"
"08_可错知识与教育实践.md","daadf9cc-e509-57dd-9a7c-7928fef1be3f","ai教学","ai教学","2026-02-03","2026-02-03","https://www.zhihu.com/question/1997937872972505781/answer/2001915449252807021","https://www.zhihu.com/question/1997937872972505781/answer/2001915449252807021","True","True","True","True"
"08_可错知识与教育实践.md","b942aade-6189-5f46-860f-7f04ebbc8521","拖","拖","2026-05-30","2026-05-30","https://www.ifdian.net/p/be71f314561511f197d15254001e7c00","https://www.ifdian.net/p/be71f314561511f197d15254001e7c00","True","True","True","True"
"08_可错知识与教育实践.md","4cf9b472-7b0c-5a33-8f1d-387e2ad90043","李不白","李不白","2025-06-02","2025-06-02","https://afdian.com/p/95c2ff6838ce11f0ad2752540025c377","https://afdian.com/p/95c2ff6838ce11f0ad2752540025c377","True","True","True","True"
"08_可错知识与教育实践.md","4ea41e58-3b68-5ce7-b58b-ace2f5319f37","不立文字","不立文字","2023-03-19","2023-03-19","https://www.zhihu.com/question/589693312/answer/2942867355","https://www.zhihu.com/question/589693312/answer/2942867355","True","True","True","True"
"08_可错知识与教育实践.md","becd5793-42a0-508d-9811-ce217f24500d","内卷","内卷","2023-03-01","2023-03-01","https://afdian.com/p/a22e1242b84211edb45d5254001e7c00","https://afdian.com/p/a22e1242b84211edb45d5254001e7c00","True","True","True","True"
"08_可错知识与教育实践.md","8f0ff3e0-cfe1-5cc0-8986-41217ded3fa6","龙门教","龙门教","2024-01-21","2024-01-21","https://www.zhihu.com/question/636449086/answer/3370138412","https://www.zhihu.com/question/636449086/answer/3370138412","True","True","True","True"
"08_可错知识与教育实践.md","be6521a4-5b3a-5551-8f28-21939a9e90ae","被扼杀的人才","被扼杀的人才","2025-01-26","2025-01-26","https://www.zhihu.com/question/578475772/answer/87096285953","https://www.zhihu.com/question/578475772/answer/87096285953","True","True","True","True"
"08_可错知识与教育实践.md","9da990f9-1223-52bd-8a9b-647ea5e8ab8c","真的不适合","真的不适合","2025-01-22","2025-01-22","https://www.zhihu.com/question/388887069/answer/84990329784","https://www.zhihu.com/question/388887069/answer/84990329784","True","True","True","True"
"08_可错知识与教育实践.md","0af76841-1409-5d18-af83-050cdb72bb19","高等教育","高等教育","2021-03-12","2021-03-12","https://www.zhihu.com/question/53725884/answer/1776584998","https://www.zhihu.com/question/53725884/answer/1776584998","True","True","True","True"
"08_可错知识与教育实践.md","dd6ddd34-70e9-5f86-a3e7-658ca8a20c3c","学哲学","学哲学","2020-10-30","2020-10-30","https://www.zhihu.com/question/422217308/answer/1551252488","https://www.zhihu.com/question/422217308/answer/1551252488","True","True","True","True"
"08_可错知识与教育实践.md","1c750a3d-82b1-5b07-a5b9-081b1c781296","核动力学习","核动力学习","2024-04-29","2024-04-29","https://www.zhihu.com/question/653479167/answer/3482157085","https://www.zhihu.com/question/653479167/answer/3482157085","True","True","True","True"
"08_可错知识与教育实践.md","a02cbf5d-305d-54a2-ab9a-b2c01d2c89ef","博","博","2023-11-13","2023-11-13","https://www.zhihu.com/question/434449322/answer/3286532057","https://www.zhihu.com/question/434449322/answer/3286532057","True","True","True","True"
"08_可错知识与教育实践.md","a30cf0ae-535b-5f62-bcf8-d7361ddaf2f3","抢杠铃","抢杠铃","2026-06-30","2026-06-30","https://www.zhihu.com/question/2047273309180531264/answer/2053922340728262870","https://www.zhihu.com/question/2047273309180531264/answer/2053922340728262870","True","True","True","True"
"08_可错知识与教育实践.md","e91365b5-6ff4-56cf-ba9b-d5204f5bfcb6","莫西沙","莫西沙","2025-08-03","2025-08-03","https://www.zhihu.com/question/631513904/answer/1935006121560613740","https://www.zhihu.com/question/631513904/answer/1935006121560613740","True","True","True","True"
"08_可错知识与教育实践.md","01008cb7-e4fa-57cc-a8d5-552f257050a9","教育的及格线","教育的及格线","2021-07-31","2021-07-31","https://www.zhihu.com/question/22133548/answer/2030810307","https://www.zhihu.com/question/22133548/answer/2030810307","True","True","True","True"
"08_可错知识与教育实践.md","fdf47337-3241-5790-a0da-9c0cc451c6eb","世界史","世界史","2019-09-08","2019-09-08","https://www.zhihu.com/question/334543952/answer/817647334","https://www.zhihu.com/question/334543952/answer/817647334","True","True","True","True"
"08_可错知识与教育实践.md","fd0f2067-0667-5598-9752-6a38316b61d4","新解","新解","2026-04-29","2026-04-29","https://www.zhihu.com/question/8305118500/answer/2023029526775481649","https://www.zhihu.com/question/8305118500/answer/2023029526775481649","True","True","True","True"
"08_可错知识与教育实践.md","c910978e-95b9-5cd3-8906-003309df77fb","新教育2","新教育2","2026-04-14","2026-04-14","https://www.zhihu.com/question/2016759308327608461/answer/2018852665627529880","https://www.zhihu.com/question/2016759308327608461/answer/2018852665627529880","True","True","True","True"
"08_可错知识与教育实践.md","f25d6717-47e8-5025-bfb5-cb0a0f75700c","新教育","新教育","2026-03-20","2026-03-20","https://www.zhihu.com/question/2012442872696239258/answer/2012669869284435530","https://www.zhihu.com/question/2012442872696239258/answer/2012669869284435530","True","True","True","True"
"08_可错知识与教育实践.md","cc875464-efa8-5d7e-9f74-09f206845083","事实教育","事实教育","2022-10-22","2022-10-22","https://www.zhihu.com/question/558327071/answer/2725170054","https://www.zhihu.com/question/558327071/answer/2725170054","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","4cbed42c-3df1-5042-bc95-625b46e3256e","高中书目","高中书目","2020-06-27","2020-06-27","https://www.zhihu.com/question/403634755/answer/1304983217","https://www.zhihu.com/question/403634755/answer/1304983217","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","c34ca81a-ada6-5462-b656-e70a8805cf0b","终极真理","终极真理","2020-05-21","2020-05-21","https://www.zhihu.com/question/384694502/answer/1236260309","https://www.zhihu.com/question/384694502/answer/1236260309","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","5fdad7e4-98d9-529e-9713-4365605c2e99","作为信仰的科学","作为信仰的科学","2018-12-13","2018-12-13","https://www.zhihu.com/question/305176409/answer/551275717","https://www.zhihu.com/question/305176409/answer/551275717","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","d95c9b96-39b8-567e-b8ad-7a846c1e69da","科学信仰","科学信仰","2018-12-04","2018-12-04","https://www.zhihu.com/question/33982256/answer/545101282","https://www.zhihu.com/question/33982256/answer/545101282","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","96b7c75d-ef5b-5bbe-8040-1918fcec7988","傲慢","傲慢","2020-07-15","2020-07-15","https://www.zhihu.com/question/265038298/answer/1340599942","https://www.zhihu.com/question/265038298/answer/1340599942","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","ac613538-268c-5866-bcb8-64d4191f9958","错得对","错得对","2021-06-14","2021-06-14","https://www.zhihu.com/question/463151749/answer/1939884660","https://www.zhihu.com/question/463151749/answer/1939884660","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","7eee6fed-caa7-58ef-9f05-798aabaaaf0d","偷换概念","偷换概念","2020-09-22","2020-09-22","https://www.zhihu.com/question/22081937/answer/1487453301","https://www.zhihu.com/question/22081937/answer/1487453301","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","16a059df-ba77-5ca8-8f92-f5d1b0e90825","看论证","看论证","2021-05-14","2021-05-14","https://www.zhihu.com/question/413077543/answer/1885119748","https://www.zhihu.com/question/413077543/answer/1885119748","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","3c5adff1-6b20-5999-a366-0033a5945401","子女的要求","子女的要求","2022-04-23","2022-04-23","https://www.zhihu.com/question/355524343/answer/2454079129","https://www.zhihu.com/question/355524343/answer/2454079129","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","5a1f97fa-3170-5edc-9cd4-de6dddf22e9e","合理","合理","2021-12-04","2021-12-04","https://www.zhihu.com/question/31409652/answer/2255485486","https://www.zhihu.com/question/31409652/answer/2255485486","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","25fbbd06-a8c6-57be-94bd-b3d016eb9655","不承不认","不承不认","2026-01-30","2026-01-30","https://afdian.com/p/10f4ab2af7cc11f0a29b52540025c377","https://afdian.com/p/10f4ab2af7cc11f0a29b52540025c377","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","0d19a72d-336b-5b5e-9393-681b96537a4b","无语言的思考","无语言的思考","2018-07-26","2018-07-26","https://www.zhihu.com/question/286929436/answer/452288883","https://www.zhihu.com/question/286929436/answer/452288883","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","5d1f3c9c-7df6-520f-99ce-2e2aa575f34f","政策观察","政策观察","2024-09-30","2024-09-30","https://www.zhihu.com/question/668221258/answer/3851659315","https://www.zhihu.com/question/668221258/answer/3851659315","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","afdd08c8-c5c5-549b-932e-b90cb53ebd4e","言不传身不教","言不传身不教","2026-02-06","2026-02-06","https://afdian.com/p/d0665cd2fd5411f0a2fe52540025c377","https://afdian.com/p/d0665cd2fd5411f0a2fe52540025c377","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","f652b2ce-351e-5ae3-a4cc-223db1df3e94","求鱼与救火","求鱼与救火","2023-09-25","2023-09-25","https://www.zhihu.com/question/656188096/answer/2003736056680432032","https://www.zhihu.com/question/656188096/answer/2003736056680432032","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","e4d01c0f-9653-5dfb-9f2b-df6f79e6ad2d","轻佻","轻佻","2021-12-16","2021-12-16","https://www.zhihu.com/question/506361711/answer/2273592980","https://www.zhihu.com/question/506361711/answer/2273592980","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","6d39db90-7106-5281-a777-89157c42dfeb","维特观鲨","维特观鲨","2024-10-29","2024-10-29","https://www.zhihu.com/question/665637933/answer/17978157893","https://www.zhihu.com/question/665637933/answer/17978157893","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","09575f9e-4f36-5a4e-84b3-95ee737857e8","诚实","诚实","2021-11-07","2021-11-07","https://www.zhihu.com/question/496997525/answer/2210450279","https://www.zhihu.com/question/496997525/answer/2210450279","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","14a8d32f-6ed2-5fec-bf3b-485797d9f125","经验驱动","经验驱动","2025-03-01","2025-03-01","https://afdian.com/p/6b8ba7c8f61011efa30d52540025c377","https://afdian.com/p/6b8ba7c8f61011efa30d52540025c377","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","d78d5ed7-ee55-5e51-b964-54a93c64df8c","进化心理学","进化心理学","2021-08-28","2021-08-28","https://www.zhihu.com/question/23318325/answer/2089826721","https://www.zhihu.com/question/23318325/answer/2089826721","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","7d32dc18-d43f-5b31-b663-2cc96f87ef69","工程师","工程师","2019-06-16","2019-06-16","https://www.zhihu.com/question/327471497/answer/716941677","https://www.zhihu.com/question/327471497/answer/716941677","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","cbfe5527-d7ac-536e-99a2-85246204d3b1","做计划","做计划","2020-03-09","2020-03-09","https://www.zhihu.com/question/32159310/answer/1065726051","https://www.zhihu.com/question/32159310/answer/1065726051","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","ef6cf2a8-fa9d-5452-9d72-eef7b101e227","大盾构机","大盾构机","2024-10-10","2024-10-10","https://afdian.com/p/3eebdb8a869d11ef92985254001e7c00","https://afdian.com/p/3eebdb8a869d11ef92985254001e7c00","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","22c2b873-94b4-561a-ba0c-6814625f7b47","为什么我们会输掉认知战","为什么我们会输掉认知战","2022-03-20","2022-03-20","https://zhuanlan.zhihu.com/p/484117834","https://zhuanlan.zhihu.com/p/484117834","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","6647e494-2b80-57af-b903-a1b541d9fbf6","达意责任","达意责任","2023-04-23","2023-04-23","https://www.zhihu.com/question/597272355/answer/2997235157","https://www.zhihu.com/question/597272355/answer/2997235157","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","8a7bdf9f-2cce-5d55-9210-618cfb05adcb","学好语文","学好语文","2021-03-02","2021-03-02","https://www.zhihu.com/question/446716137/answer/1757919159","https://www.zhihu.com/question/446716137/answer/1757919159","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","e811680f-3bf9-5abb-a1a3-f81d9fe6e6ff","理解的原理","理解的原理","2021-06-01","2021-06-01","https://www.zhihu.com/question/60621038/answer/1916755345","https://www.zhihu.com/question/60621038/answer/1916755345","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","f07ab86c-c47c-5502-a6be-79223813316f","故事会","故事会","2026-03-29","2026-03-29","https://afdian.com/p/80b0b9d8255611f1be5452540025c377","https://afdian.com/p/80b0b9d8255611f1be5452540025c377","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","844bc111-f9e9-5d9f-9a1d-8148ec188835","雅达","雅达","2025-05-14","2025-05-14","https://afdian.com/p/a61fb8662aa911f0bf2652540025c377","https://afdian.com/p/a61fb8662aa911f0bf2652540025c377","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","065db95a-3978-5980-8fa8-647b3d748cb2","知识的责任","知识的责任","2021-04-30","2021-04-30","https://www.zhihu.com/question/266283632/answer/1862200579","https://www.zhihu.com/question/266283632/answer/1862200579","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","11ad7ad3-87eb-5681-93e2-de3e21cbd8a2","批评","批评","2020-08-26","2020-08-26","https://www.zhihu.com/question/22987136/answer/1434894604","https://www.zhihu.com/question/22987136/answer/1434894604","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","daa2da9d-9204-588a-88a3-a5d9006bf4d4","论批评 2","论批评 2","2025-02-09","2025-02-09","https://afdian.com/p/fd6093eae6d211efac665254001e7c00","https://afdian.com/p/fd6093eae6d211efac665254001e7c00","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","9d1094c3-6fdf-5065-a3ec-e52c9eaed04d","指出错误权","指出错误权","2024-10-22","2024-10-22","https://afdian.com/p/1ac8041e900111efa4225254001e7c00","https://afdian.com/p/1ac8041e900111efa4225254001e7c00","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","8093cce8-fbd1-5050-b629-09fed6563b52","质疑","质疑","2022-06-27","2022-06-27","https://www.zhihu.com/question/530095941/answer/2546633947","https://www.zhihu.com/question/530095941/answer/2546633947","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","648586c8-4dde-5e7a-a35a-46d65483e4b6","道歉","道歉","2021-01-19","2021-01-19","https://www.zhihu.com/question/21155350/answer/1685222095","https://www.zhihu.com/question/21155350/answer/1685222095","True","True","True","True"
"09_定义达意与批评_论证修辞研究.md","6b6519bb-fa77-51a0-9c13-0e60d5e6eb05","修和之礼","修和之礼","2023-05-02","2023-05-02","https://www.zhihu.com/question/68120611/answer/3009802792","https://www.zhihu.com/question/68120611/answer/3009802792","True","True","True","True"
